chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id	background_index	exp_id	orientation	flank_bp	spacer_bp
chr7	117873339	117873358	117870000-117880000	807.0	+	0.0485775924824258	2.599207668339954	479	4	6479	<>	30	60
chr2	18998238	18998257	18990000-19000000	817.0	-	0.0485701611984988	2.111212657236631	480	4	6480	<>	30	60
chr2	18692148	18692167	18690000-18700000	812.0	-	0.0485701611984988	2.111212657236631	481	4	6481	<>	30	60
chr2	18694634	18694653	18690000-18700000	813.0	-	0.0485701611984988	2.111212657236631	482	4	6482	<>	30	60
chr2	54092170	54092189	54090000-54100000	820.0	+	0.0485668436371291	2.599207668339954	483	4	6483	<>	30	60
chr2	52756872	52756891	52750000-52760000	857.0	+	0.0485668436371291	2.599207668339954	484	4	6484	<>	30	60
chr2	52758822	52758841	52750000-52760000	902.0	+	0.0485668436371291	2.599207668339954	485	4	6485	<>	30	60
chr2	78064592	78064611	78060000-78070000	907.0	+	0.0485262138012459	2.599207668339954	486	4	6486	<>	30	60
chr2	78064238	78064257	78060000-78070000	806.0	-	0.0485262138012459	2.599207668339954	487	4	6487	<>	30	60
chr2	78781727	78781746	78780000-78790000	807.0	+	0.0485262138012459	2.599207668339954	488	4	6488	<>	30	60
chr10	23979594	23979613	23970000-23980000	835.0	+	0.0485248440639475	2.111212657236631	489	4	6489	<>	30	60
chr10	23972526	23972545	23970000-23980000	828.0	-	0.0485248440639475	2.111212657236631	490	4	6490	<>	30	60
chr10	23971275	23971294	23970000-23980000	822.0	-	0.0485248440639475	2.111212657236631	491	4	6491	<>	30	60
chr6	97108541	97108560	97100000-97110000	831.0	-	0.0485172573526212	2.111212657236631	492	4	6492	<>	30	60
chr6	97108422	97108441	97100000-97110000	907.0	-	0.0485172573526212	2.111212657236631	493	4	6493	<>	30	60
chr6	97106971	97106990	97100000-97110000	945.0	-	0.0485172573526212	2.111212657236631	494	4	6494	<>	30	60
chr6	95217700	95217719	95210000-95220000	809.0	+	0.0485172573526212	2.111212657236631	495	4	6495	<>	30	60
chr6	97100673	97100692	97100000-97110000	806.0	-	0.0485172573526212	2.111212657236631	496	4	6496	<>	30	60
chr6	97102186	97102205	97100000-97110000	804.0	-	0.0485172573526212	2.111212657236631	497	4	6497	<>	30	60
chr6	97103887	97103906	97100000-97110000	825.0	-	0.0485172573526212	2.111212657236631	498	4	6498	<>	30	60
chr18	26013456	26013475	26010000-26020000	815.0	+	0.0485074192547011	2.111212657236631	499	4	6499	<>	30	60
chr18	26018232	26018251	26010000-26020000	826.0	-	0.0485074192547011	2.111212657236631	500	4	6500	<>	30	60
chr18	26015284	26015303	26010000-26020000	958.0	+	0.0485074192547011	2.111212657236631	501	4	6501	<>	30	60
chr18	26014357	26014376	26010000-26020000	801.0	-	0.0485074192547011	2.111212657236631	502	4	6502	<>	30	60
chr18	26013766	26013785	26010000-26020000	838.0	-	0.0485074192547011	2.111212657236631	503	4	6503	<>	30	60
chr18	27337937	27337956	27330000-27340000	891.0	-	0.0485074192547011	2.111212657236631	504	4	6504	<>	30	60
chr18	20579349	20579368	20570000-20580000	816.0	+	0.0485074192547011	2.111212657236631	505	4	6505	<>	30	60
chr12	15530380	15530399	15530000-15540000	807.0	+	0.0484623859490436	2.111212657236631	506	4	6506	<>	30	60
chr12	9167150	9167169	9160000-9170000	819.0	+	0.0484623859490436	2.111212657236631	507	4	6507	<>	30	60
chr12	16383816	16383835	16380000-16390000	828.0	-	0.0484623859490436	2.111212657236631	508	4	6508	<>	30	60
chr12	15535968	15535987	15530000-15540000	878.0	+	0.0484623859490436	2.111212657236631	509	4	6509	<>	30	60
chr12	16381555	16381574	16380000-16390000	811.0	-	0.0484623859490436	2.111212657236631	510	4	6510	<>	30	60
chr12	9161855	9161874	9160000-9170000	812.0	+	0.0484623859490436	2.111212657236631	511	4	6511	<>	30	60
chr12	16382575	16382594	16380000-16390000	806.0	+	0.0484623859490436	2.111212657236631	512	4	6512	<>	30	60
chr12	9161992	9162011	9160000-9170000	841.0	-	0.0484623859490436	2.111212657236631	513	4	6513	<>	30	60
chr12	16382757	16382776	16380000-16390000	801.0	-	0.0484623859490436	2.111212657236631	514	4	6514	<>	30	60
chr4	13772657	13772676	13770000-13780000	829.0	+	0.0484464729876151	2.599207668339954	515	4	6515	<>	30	60
chr4	12773237	12773256	12770000-12780000	802.0	+	0.0484464729876151	2.599207668339954	516	4	6516	<>	30	60
chr4	12776087	12776106	12770000-12780000	832.0	+	0.0484464729876151	2.599207668339954	517	4	6517	<>	30	60
chr4	12773686	12773705	12770000-12780000	802.0	+	0.0484464729876151	2.599207668339954	518	4	6518	<>	30	60
chr4	13778030	13778049	13770000-13780000	881.0	-	0.0484464729876151	2.599207668339954	519	4	6519	<>	30	60
chr7	131550280	131550299	131550000-131560000	805.0	+	0.0484431729563444	5.198415336679908	520	4	6520	<>	30	60
chr7	131552186	131552205	131550000-131560000	808.0	-	0.0484431729563444	5.198415336679908	521	4	6521	<>	30	60
chr7	131553559	131553578	131550000-131560000	801.0	-	0.0484431729563444	5.198415336679908	522	4	6522	<>	30	60
chr7	131552186	131552205	131550000-131560000	808.0	-	0.0484431729563444	2.599207668339954	523	4	6523	<>	30	60
chr7	133110241	133110260	133110000-133120000	811.0	+	0.0484431729563444	2.599207668339954	524	4	6524	<>	30	60
chr7	131553029	131553048	131550000-131560000	835.0	+	0.0484431729563444	2.599207668339954	525	4	6525	<>	30	60
chr7	133112099	133112118	133110000-133120000	802.0	-	0.0484431729563444	2.599207668339954	526	4	6526	<>	30	60
chr7	133118732	133118751	133110000-133120000	830.0	+	0.0484431729563444	2.599207668339954	527	4	6527	<>	30	60
chr7	133114581	133114600	133110000-133120000	866.0	-	0.0484431729563444	2.599207668339954	528	4	6528	<>	30	60
chr7	131555560	131555579	131550000-131560000	828.0	+	0.0484431729563444	2.599207668339954	529	4	6529	<>	30	60
chr7	131553029	131553048	131550000-131560000	835.0	+	0.0484431729563444	5.198415336679908	530	4	6530	<>	30	60
chr7	133111071	133111090	133110000-133120000	807.0	-	0.0484431729563444	2.599207668339954	531	4	6531	<>	30	60
chr7	131553559	131553578	131550000-131560000	801.0	-	0.0484431729563444	2.599207668339954	532	4	6532	<>	30	60
chr7	131555560	131555579	131550000-131560000	828.0	+	0.0484431729563444	5.198415336679908	533	4	6533	<>	30	60
chr7	131550280	131550299	131550000-131560000	805.0	+	0.0484431729563444	2.599207668339954	534	4	6534	<>	30	60
chr16	79168370	79168389	79160000-79170000	966.0	+	0.0484120281292135	2.599207668339954	535	4	6535	<>	30	60
chr16	79847336	79847355	79840000-79850000	821.0	+	0.0484120281292135	2.599207668339954	536	4	6536	<>	30	60
chr6	51152128	51152147	51150000-51160000	847.0	+	0.0483906452142094	2.111212657236631	537	4	6537	<>	30	60
chr6	50942002	50942021	50940000-50950000	800.0	-	0.0483906452142094	2.111212657236631	538	4	6538	<>	30	60
chr6	50945322	50945341	50940000-50950000	828.0	-	0.0483906452142094	2.111212657236631	539	4	6539	<>	30	60
chr6	50945871	50945890	50940000-50950000	819.0	+	0.0483906452142094	2.111212657236631	540	4	6540	<>	30	60
chr6	41617328	41617347	41610000-41620000	839.0	-	0.0483906452142094	2.599207668339954	541	4	6541	<>	30	60
chr6	41618590	41618609	41610000-41620000	808.0	+	0.0483906452142094	2.599207668339954	542	4	6542	<>	30	60
chr6	51154216	51154235	51150000-51160000	827.0	+	0.0483906452142094	2.111212657236631	543	4	6543	<>	30	60
chr6	41617831	41617850	41610000-41620000	861.0	-	0.0483906452142094	2.599207668339954	544	4	6544	<>	30	60
chr6	41616109	41616128	41610000-41620000	812.0	+	0.0483906452142094	2.599207668339954	545	4	6545	<>	30	60
chr6	51152967	51152986	51150000-51160000	833.0	+	0.0483906452142094	2.111212657236631	546	4	6546	<>	30	60
chr6	42185988	42186007	42180000-42190000	816.0	+	0.0483906452142094	2.599207668339954	547	4	6547	<>	30	60
chr6	42186390	42186409	42180000-42190000	806.0	+	0.0483906452142094	2.599207668339954	548	4	6548	<>	30	60
chr6	50949625	50949644	50940000-50950000	828.0	+	0.0483906452142094	2.111212657236631	549	4	6549	<>	30	60
chr2	100424952	100424971	100420000-100430000	822.0	+	0.0483733986618827	2.111212657236631	550	4	6550	<>	30	60
chr7	57483139	57483158	57480000-57490000	887.0	-	0.048363366337241	2.111212657236631	551	4	6551	<>	30	60
chr14	62496319	62496338	62490000-62500000	801.0	-	0.0483119311253097	2.111212657236631	552	4	6552	<>	30	60
chr14	62490356	62490375	62490000-62500000	808.0	-	0.0483119311253097	2.111212657236631	553	4	6553	<>	30	60
chr14	62490231	62490250	62490000-62500000	805.0	-	0.0483119311253097	2.111212657236631	554	4	6554	<>	30	60
chr12	61822269	61822288	61820000-61830000	803.0	-	0.0483044865033384	3.6758347359905126	555	4	6555	<>	30	60
chr12	72458168	72458187	72450000-72460000	806.0	+	0.0483044865033384	2.111212657236631	556	4	6556	<>	30	60
chr12	72970836	72970855	72970000-72980000	837.0	-	0.0483044865033384	2.111212657236631	557	4	6557	<>	30	60
chr12	72973305	72973324	72970000-72980000	896.0	-	0.0483044865033384	2.111212657236631	558	4	6558	<>	30	60
chr12	72976067	72976086	72970000-72980000	849.0	-	0.0483044865033384	2.111212657236631	559	4	6559	<>	30	60
chr12	72976902	72976921	72970000-72980000	847.0	-	0.0483044865033384	2.111212657236631	560	4	6560	<>	30	60
chr1	97809683	97809702	97800000-97810000	892.0	+	0.0483019023156992	2.599207668339954	561	4	6561	<>	30	60
chr1	97802732	97802751	97800000-97810000	866.0	-	0.0483019023156992	2.599207668339954	562	4	6562	<>	30	60
chr1	98523758	98523777	98520000-98530000	852.0	-	0.0483019023156992	2.599207668339954	563	4	6563	<>	30	60
chr16	17877288	17877307	17870000-17880000	833.0	-	0.0482534479492045	3.2	564	4	6564	<>	30	60
chr16	18200968	18200987	18200000-18210000	805.0	+	0.0482534479492045	3.2	565	4	6565	<>	30	60
chr16	17874864	17874883	17870000-17880000	814.0	+	0.0482534479492045	3.2	566	4	6566	<>	30	60
chr16	18204895	18204914	18200000-18210000	800.0	+	0.0482534479492045	3.2	567	4	6567	<>	30	60
chr16	18209839	18209858	18200000-18210000	824.0	-	0.0482534479492045	3.2	568	4	6568	<>	30	60
chr6	35380049	35380068	35380000-35390000	889.0	+	0.0482435962346102	2.111212657236631	569	4	6569	<>	30	60
chr6	35381906	35381925	35380000-35390000	812.0	-	0.0482435962346102	2.111212657236631	570	4	6570	<>	30	60
chr6	35381139	35381158	35380000-35390000	926.0	+	0.0482435962346102	2.111212657236631	571	4	6571	<>	30	60
chr6	36249275	36249294	36240000-36250000	905.0	-	0.0482435962346102	2.111212657236631	572	4	6572	<>	30	60
chr6	36241465	36241484	36240000-36250000	849.0	-	0.0482435962346102	2.111212657236631	573	4	6573	<>	30	60
chr9	68016703	68016722	68010000-68020000	809.0	+	0.0482373759793702	2.599207668339954	574	4	6574	<>	30	60
chr9	64334412	64334431	64330000-64340000	856.0	-	0.0482373759793702	2.599207668339954	575	4	6575	<>	30	60
chr9	68017502	68017521	68010000-68020000	823.0	-	0.0482373759793702	2.599207668339954	576	4	6576	<>	30	60
chr9	61020126	61020145	61020000-61030000	855.0	+	0.0482373759793702	3.2	577	4	6577	<>	30	60
chr9	64331859	64331878	64330000-64340000	833.0	-	0.0482373759793702	2.599207668339954	578	4	6578	<>	30	60
chr9	65603909	65603928	65600000-65610000	930.0	+	0.0482373759793702	2.111212657236631	579	4	6579	<>	30	60
chr9	65605624	65605643	65600000-65610000	943.0	+	0.0482373759793702	2.111212657236631	580	4	6580	<>	30	60
chr9	61024879	61024898	61020000-61030000	895.0	+	0.0482373759793702	3.2	581	4	6581	<>	30	60
chr9	64760695	64760714	64760000-64770000	836.0	+	0.0482373759793702	2.599207668339954	582	4	6582	<>	30	60
chr9	64769686	64769705	64760000-64770000	804.0	+	0.0482373759793702	2.599207668339954	583	4	6583	<>	30	60
chr9	65755037	65755056	65750000-65760000	812.0	+	0.0482373759793702	2.111212657236631	584	4	6584	<>	30	60
chr9	68019029	68019048	68010000-68020000	800.0	+	0.0482373759793702	2.599207668339954	585	4	6585	<>	30	60
chr9	71646265	71646284	71640000-71650000	916.0	+	0.0482373759793702	3.2	586	4	6586	<>	30	60
chr9	68015252	68015271	68010000-68020000	878.0	+	0.0482373759793702	2.599207668339954	587	4	6587	<>	30	60
chr9	61022546	61022565	61020000-61030000	816.0	+	0.0482373759793702	3.2	588	4	6588	<>	30	60
chr9	72218516	72218535	72210000-72220000	810.0	+	0.0482373759793702	3.2	589	4	6589	<>	30	60
chr9	61022111	61022130	61020000-61030000	806.0	-	0.0482373759793702	3.2	590	4	6590	<>	30	60
chr9	69308912	69308931	69300000-69310000	811.0	-	0.0482373759793702	2.599207668339954	591	4	6591	<>	30	60
chr9	68015921	68015940	68010000-68020000	800.0	+	0.0482373759793702	2.599207668339954	592	4	6592	<>	30	60
chr19	42314173	42314192	42310000-42320000	807.0	+	0.048235667056205	2.111212657236631	593	4	6593	<>	30	60
chr19	42314825	42314844	42310000-42320000	815.0	-	0.048235667056205	2.111212657236631	594	4	6594	<>	30	60
chr19	42313440	42313459	42310000-42320000	805.0	-	0.048235667056205	2.111212657236631	595	4	6595	<>	30	60
chr19	42316110	42316129	42310000-42320000	946.0	+	0.048235667056205	2.111212657236631	596	4	6596	<>	30	60
chr19	42313273	42313292	42310000-42320000	805.0	-	0.048235667056205	2.111212657236631	597	4	6597	<>	30	60
chr19	42316369	42316388	42310000-42320000	802.0	+	0.048235667056205	2.111212657236631	598	4	6598	<>	30	60
chr7	73398408	73398427	73390000-73400000	822.0	+	0.0482189568424747	3.2	599	4	6599	<>	30	60
chr7	72996058	72996077	72990000-73000000	800.0	-	0.0482189568424747	3.2	600	4	6600	<>	30	60
chr7	72997692	72997711	72990000-73000000	864.0	-	0.0482189568424747	3.2	601	4	6601	<>	30	60
chr7	73399860	73399879	73390000-73400000	800.0	+	0.0482189568424747	3.2	602	4	6602	<>	30	60
chr7	72992971	72992990	72990000-73000000	828.0	+	0.0482189568424747	3.2	603	4	6603	<>	30	60
chr1	176865712	176865731	176860000-176870000	802.0	+	0.0482127683228542	2.599207668339954	604	4	6604	<>	30	60
chr1	176862330	176862349	176860000-176870000	892.0	-	0.0482127683228542	2.599207668339954	605	4	6605	<>	30	60
chr1	175936616	175936635	175930000-175940000	871.0	+	0.0482127683228542	2.599207668339954	606	4	6606	<>	30	60
chr1	176869315	176869334	176860000-176870000	857.0	+	0.0482127683228542	2.599207668339954	607	4	6607	<>	30	60
chr1	175934071	175934090	175930000-175940000	804.0	-	0.0482127683228542	2.599207668339954	608	4	6608	<>	30	60
chr1	175938783	175938802	175930000-175940000	803.0	-	0.0482127683228542	2.599207668339954	609	4	6609	<>	30	60
chr7	18803171	18803190	18800000-18810000	832.0	+	0.0481649202394233	2.111212657236631	610	4	6610	<>	30	60
chr7	18226029	18226048	18220000-18230000	853.0	+	0.0481649202394233	2.111212657236631	611	4	6611	<>	30	60
chr8	44977084	44977103	44970000-44980000	808.0	-	0.0481533195542148	2.111212657236631	612	4	6612	<>	30	60
chr8	44976759	44976778	44970000-44980000	831.0	-	0.0481533195542148	2.111212657236631	613	4	6613	<>	30	60
chr8	44973375	44973394	44970000-44980000	860.0	+	0.0481533195542148	2.111212657236631	614	4	6614	<>	30	60
chr10	9743390	9743409	9740000-9750000	842.0	-	0.0481222791838653	2.111212657236631	615	4	6615	<>	30	60
chr19	8695559	8695578	8690000-8700000	913.0	+	0.0481123462327418	2.599207668339954	616	4	6616	<>	30	60
chr19	8690673	8690692	8690000-8700000	804.0	+	0.0481123462327418	2.599207668339954	617	4	6617	<>	30	60
chr19	8692041	8692060	8690000-8700000	868.0	-	0.0481123462327418	2.599207668339954	618	4	6618	<>	30	60
chr19	13817766	13817785	13810000-13820000	870.0	-	0.0481123462327418	2.111212657236631	619	4	6619	<>	30	60
chr19	13819037	13819056	13810000-13820000	920.0	-	0.0481123462327418	2.111212657236631	620	4	6620	<>	30	60
chr4	40050710	40050729	40050000-40060000	800.0	-	0.0481082722893356	2.111212657236631	621	4	6621	<>	30	60
chr18	75920362	75920381	75920000-75930000	803.0	+	0.0480964527184028	2.111212657236631	622	4	6622	<>	30	60
chr18	76552724	76552743	76550000-76560000	846.0	-	0.0480964527184028	2.599207668339954	623	4	6623	<>	30	60
chr18	76146566	76146585	76140000-76150000	802.0	-	0.0480964527184028	2.111212657236631	624	4	6624	<>	30	60
chr18	75920906	75920925	75920000-75930000	809.0	-	0.0480964527184028	2.111212657236631	625	4	6625	<>	30	60
chr18	76147109	76147128	76140000-76150000	828.0	-	0.0480964527184028	2.111212657236631	626	4	6626	<>	30	60
chr18	76389293	76389312	76380000-76390000	800.0	+	0.0480964527184028	2.599207668339954	627	4	6627	<>	30	60
chr18	76388671	76388690	76380000-76390000	822.0	+	0.0480964527184028	2.599207668339954	628	4	6628	<>	30	60
chr18	76383907	76383926	76380000-76390000	824.0	+	0.0480964527184028	2.599207668339954	629	4	6629	<>	30	60
chr18	76148048	76148067	76140000-76150000	810.0	+	0.0480964527184028	2.111212657236631	630	4	6630	<>	30	60
chr18	75921975	75921994	75920000-75930000	859.0	-	0.0480964527184028	2.111212657236631	631	4	6631	<>	30	60
chr18	76380265	76380284	76380000-76390000	874.0	+	0.0480964527184028	2.599207668339954	632	4	6632	<>	30	60
chr18	76381942	76381961	76380000-76390000	808.0	+	0.0480964527184028	2.599207668339954	633	4	6633	<>	30	60
chr18	76380521	76380540	76380000-76390000	812.0	+	0.0480964527184028	2.599207668339954	634	4	6634	<>	30	60
chr18	76551729	76551748	76550000-76560000	912.0	-	0.0480964527184028	2.599207668339954	635	4	6635	<>	30	60
chr18	75926755	75926774	75920000-75930000	805.0	-	0.0480964527184028	2.111212657236631	636	4	6636	<>	30	60
chr18	76557159	76557178	76550000-76560000	802.0	-	0.0480964527184028	2.599207668339954	637	4	6637	<>	30	60
chr18	75922365	75922384	75920000-75930000	809.0	-	0.0480964527184028	2.111212657236631	638	4	6638	<>	30	60
chr4	114906188	114906207	114900000-114910000	838.0	-	0.048078430794312	2.599207668339954	639	4	6639	<>	30	60
chr4	114406739	114406758	114400000-114410000	831.0	+	0.048078430794312	2.599207668339954	640	4	6640	<>	30	60
chr4	114901429	114901448	114900000-114910000	889.0	-	0.048078430794312	2.599207668339954	641	4	6641	<>	30	60
chr4	114905601	114905620	114900000-114910000	801.0	-	0.048078430794312	2.599207668339954	642	4	6642	<>	30	60
chr4	114908988	114909007	114900000-114910000	926.0	-	0.048078430794312	2.599207668339954	643	4	6643	<>	30	60
chr4	114405812	114405831	114400000-114410000	850.0	-	0.048078430794312	2.599207668339954	644	4	6644	<>	30	60
chr1	183238131	183238150	183230000-183240000	862.0	-	0.0480777958376017	2.599207668339954	645	4	6645	<>	30	60
chr1	183235769	183235788	183230000-183240000	819.0	-	0.0480777958376017	2.599207668339954	646	4	6646	<>	30	60
chr1	182157318	182157337	182150000-182160000	845.0	+	0.0480777958376017	2.599207668339954	647	4	6647	<>	30	60
chr1	100550382	100550401	100550000-100560000	804.0	+	0.0480767910068462	3.2	648	4	6648	<>	30	60
chr8	121222825	121222844	121220000-121230000	840.0	+	0.0480668857226349	2.111212657236631	649	4	6649	<>	30	60
chr8	121119845	121119864	121110000-121120000	849.0	+	0.0480668857226349	2.111212657236631	650	4	6650	<>	30	60
chr8	124362202	124362221	124360000-124370000	836.0	-	0.0480668857226349	2.111212657236631	651	4	6651	<>	30	60
chr8	121220531	121220550	121220000-121230000	824.0	-	0.0480668857226349	2.111212657236631	652	4	6652	<>	30	60
chr8	123643503	123643522	123640000-123650000	800.0	-	0.0480668857226349	2.111212657236631	653	4	6653	<>	30	60
chr8	121117790	121117809	121110000-121120000	809.0	-	0.0480668857226349	2.111212657236631	654	4	6654	<>	30	60
chr8	121227859	121227878	121220000-121230000	817.0	-	0.0480668857226349	2.111212657236631	655	4	6655	<>	30	60
chr8	123643129	123643148	123640000-123650000	807.0	-	0.0480668857226349	2.111212657236631	656	4	6656	<>	30	60
chr8	121224367	121224386	121220000-121230000	823.0	-	0.0480668857226349	2.111212657236631	657	4	6657	<>	30	60
chr8	121225055	121225074	121220000-121230000	801.0	-	0.0480668857226349	2.111212657236631	658	4	6658	<>	30	60
chr8	121226090	121226109	121220000-121230000	840.0	+	0.0480668857226349	2.111212657236631	659	4	6659	<>	30	60
chr8	121113507	121113526	121110000-121120000	912.0	+	0.0480668857226349	2.111212657236631	660	4	6660	<>	30	60
chr8	121228622	121228641	121220000-121230000	811.0	+	0.0480668857226349	2.111212657236631	661	4	6661	<>	30	60
chr8	121229087	121229106	121220000-121230000	871.0	-	0.0480668857226349	2.111212657236631	662	4	6662	<>	30	60
chr8	121113416	121113435	121110000-121120000	896.0	+	0.0480668857226349	2.111212657236631	663	4	6663	<>	30	60
chr8	123643955	123643974	123640000-123650000	920.0	+	0.0480668857226349	2.111212657236631	664	4	6664	<>	30	60
chr8	124366009	124366028	124360000-124370000	814.0	-	0.0480668857226349	2.111212657236631	665	4	6665	<>	30	60
chr8	124362812	124362831	124360000-124370000	800.0	-	0.0480668857226349	2.111212657236631	666	4	6666	<>	30	60
chr8	121116110	121116129	121110000-121120000	850.0	+	0.0480668857226349	2.111212657236631	667	4	6667	<>	30	60
chr8	121113656	121113675	121110000-121120000	805.0	-	0.0480668857226349	2.111212657236631	668	4	6668	<>	30	60
chr8	124369555	124369574	124360000-124370000	834.0	-	0.0480668857226349	2.111212657236631	669	4	6669	<>	30	60
chr8	124368399	124368418	124360000-124370000	916.0	-	0.0480668857226349	2.111212657236631	670	4	6670	<>	30	60
chr8	121113755	121113774	121110000-121120000	818.0	-	0.0480668857226349	2.111212657236631	671	4	6671	<>	30	60
chr8	124362475	124362494	124360000-124370000	852.0	+	0.0480668857226349	2.111212657236631	672	4	6672	<>	30	60
chr8	121117530	121117549	121110000-121120000	810.0	-	0.0480668857226349	2.111212657236631	673	4	6673	<>	30	60
chr11	36044552	36044571	36040000-36050000	800.0	+	0.0480577776546557	2.111212657236631	674	4	6674	<>	30	60
chr11	36047205	36047224	36040000-36050000	844.0	-	0.0480577776546557	2.111212657236631	675	4	6675	<>	30	60
chr11	36049727	36049746	36040000-36050000	824.0	+	0.0480577776546557	2.111212657236631	676	4	6676	<>	30	60
chr11	29268043	29268062	29260000-29270000	886.0	+	0.0480577776546557	2.111212657236631	677	4	6677	<>	30	60
chr11	29880952	29880971	29880000-29890000	808.0	+	0.0480577776546557	2.111212657236631	678	4	6678	<>	30	60
chr11	36044966	36044985	36040000-36050000	829.0	+	0.0480577776546557	2.111212657236631	679	4	6679	<>	30	60
chr11	29885355	29885374	29880000-29890000	932.0	-	0.0480577776546557	2.111212657236631	680	4	6680	<>	30	60
chr11	37186317	37186336	37180000-37190000	876.0	-	0.0480577776546557	2.111212657236631	681	4	6681	<>	30	60
chr11	36045603	36045622	36040000-36050000	801.0	+	0.0480577776546557	2.111212657236631	682	4	6682	<>	30	60
chr13	21925436	21925455	21920000-21930000	816.0	+	0.0480536061043626	2.111212657236631	683	4	6683	<>	30	60
chr13	23306884	23306903	23300000-23310000	819.0	+	0.0480536061043626	2.111212657236631	684	4	6684	<>	30	60
chr13	35947528	35947547	35940000-35950000	946.0	-	0.0480536061043626	2.111212657236631	685	4	6685	<>	30	60
chr13	23308027	23308046	23300000-23310000	807.0	-	0.0480536061043626	2.111212657236631	686	4	6686	<>	30	60
chr13	21133845	21133864	21130000-21140000	830.0	-	0.0480536061043626	3.2	687	4	6687	<>	30	60
chr13	29838842	29838861	29830000-29840000	914.0	-	0.0480536061043626	2.111212657236631	688	4	6688	<>	30	60
chr13	21923222	21923241	21920000-21930000	850.0	+	0.0480536061043626	2.111212657236631	689	4	6689	<>	30	60
chr13	21136563	21136582	21130000-21140000	870.0	+	0.0480536061043626	3.2	690	4	6690	<>	30	60
chr13	29835371	29835390	29830000-29840000	840.0	-	0.0480536061043626	2.111212657236631	691	4	6691	<>	30	60
chr13	24292574	24292593	24290000-24300000	854.0	-	0.0480536061043626	2.111212657236631	692	4	6692	<>	30	60
chr13	24027661	24027680	24020000-24030000	904.0	+	0.0480536061043626	2.111212657236631	693	4	6693	<>	30	60
chr13	35940191	35940210	35940000-35950000	805.0	+	0.0480536061043626	2.111212657236631	694	4	6694	<>	30	60
chr13	29014149	29014168	29010000-29020000	848.0	-	0.0480536061043626	2.111212657236631	695	4	6695	<>	30	60
chr13	35780888	35780907	35780000-35790000	802.0	-	0.0480536061043626	2.111212657236631	696	4	6696	<>	30	60
chr13	24297426	24297445	24290000-24300000	936.0	-	0.0480536061043626	2.111212657236631	697	4	6697	<>	30	60
chr13	35784262	35784281	35780000-35790000	841.0	+	0.0480536061043626	2.111212657236631	698	4	6698	<>	30	60
chr13	29831336	29831355	29830000-29840000	815.0	+	0.0480536061043626	2.111212657236631	699	4	6699	<>	30	60
chr17	75531002	75531021	75530000-75540000	800.0	-	0.0480508156057108	2.111212657236631	700	4	6700	<>	30	60
chr17	75380303	75380322	75380000-75390000	810.0	+	0.0480508156057108	2.111212657236631	701	4	6701	<>	30	60
chr17	75536860	75536879	75530000-75540000	840.0	-	0.0480508156057108	2.111212657236631	702	4	6702	<>	30	60
chr3	119624945	119624964	119620000-119630000	802.0	-	0.0480468003138791	2.111212657236631	703	4	6703	<>	30	60
chr3	118421196	118421215	118420000-118430000	807.0	-	0.0480468003138791	2.111212657236631	704	4	6704	<>	30	60
chr3	119625532	119625551	119620000-119630000	817.0	+	0.0480468003138791	2.111212657236631	705	4	6705	<>	30	60
chr3	118425908	118425927	118420000-118430000	889.0	+	0.0480468003138791	2.111212657236631	706	4	6706	<>	30	60
chr3	118428703	118428722	118420000-118430000	917.0	+	0.0480468003138791	2.111212657236631	707	4	6707	<>	30	60
chr3	119629102	119629121	119620000-119630000	800.0	-	0.0480468003138791	2.111212657236631	708	4	6708	<>	30	60
chr9	60245108	60245127	60240000-60250000	927.0	+	0.0480142410272495	2.111212657236631	709	4	6709	<>	30	60
chr9	60240658	60240677	60240000-60250000	820.0	+	0.0480142410272495	2.111212657236631	710	4	6710	<>	30	60
chr9	60243693	60243712	60240000-60250000	898.0	+	0.0480142410272495	2.111212657236631	711	4	6711	<>	30	60
chr9	60674313	60674332	60670000-60680000	875.0	+	0.0480142410272495	2.111212657236631	712	4	6712	<>	30	60
chr9	60674191	60674210	60670000-60680000	832.0	-	0.0480142410272495	2.111212657236631	713	4	6713	<>	30	60
chr9	60679290	60679309	60670000-60680000	810.0	-	0.0480142410272495	2.111212657236631	714	4	6714	<>	30	60
chr14	61330207	61330226	61330000-61340000	817.0	+	0.0480064220414496	3.2	715	4	6715	<>	30	60
chr14	61337816	61337835	61330000-61340000	824.0	+	0.0480064220414496	3.2	716	4	6716	<>	30	60
chr14	62464493	62464512	62460000-62470000	843.0	+	0.0480064220414496	3.2	717	4	6717	<>	30	60
chr14	61331101	61331120	61330000-61340000	813.0	-	0.0480064220414496	3.2	718	4	6718	<>	30	60
chr14	61336627	61336646	61330000-61340000	806.0	-	0.0480064220414496	3.2	719	4	6719	<>	30	60
chr14	61330046	61330065	61330000-61340000	804.0	-	0.0480064220414496	3.2	720	4	6720	<>	30	60
chr14	61331476	61331495	61330000-61340000	951.0	+	0.0480064220414496	3.2	721	4	6721	<>	30	60
chr14	79621502	79621521	79620000-79630000	862.0	+	0.0479925161965516	2.111212657236631	722	4	6722	<>	30	60
chr14	79738582	79738601	79730000-79740000	805.0	-	0.0479925161965516	2.111212657236631	723	4	6723	<>	30	60
chr14	79737867	79737886	79730000-79740000	943.0	-	0.0479925161965516	2.111212657236631	724	4	6724	<>	30	60
