Unnamed: 0	chrom	end	start	strand	disruption_SCD	insertion_SCD	background_index	exp_id	orientation	flank_bp	spacer_bp
471	chr16	67089956	67089937	+	21.12	15.94	4	6471	><	30	199970
472	chr2	83332995	83332976	-	21.02	18.14	4	6472	><	30	199970
473	chr8	10415030	10415011	+	21.0	37.3	4	6473	><	30	199970
474	chr1	35716149	35716130	-	20.89	18.69	4	6474	><	30	199970
475	chr7	43920039	43920020	-	20.83	34.3	4	6475	><	30	199970
476	chr8	15138726	15138707	+	20.81	41.03	4	6476	><	30	199970
477	chr13	6515705	6515686	+	20.8	28.08	4	6477	><	30	199970
478	chr2	64948996	64948977	-	20.72	23.2	4	6478	><	30	199970
479	chr19	20345737	20345718	+	20.7	55.44	4	6479	><	30	199970
480	chr5	33994851	33994832	+	20.64	14.97	4	6480	><	30	199970
481	chr14	76479953	76479934	+	20.62	37.16	4	6481	><	30	199970
482	chr3	144737048	144737029	+	20.58	28.33	4	6482	><	30	199970
483	chr2	13597223	13597204	-	20.5	12.72	4	6483	><	30	199970
484	chr9	118908437	118908418	-	20.5	27.45	4	6484	><	30	199970
485	chr4	153484615	153484596	-	20.39	17.89	4	6485	><	30	199970
486	chr19	12433211	12433192	+	20.36	28.34	4	6486	><	30	199970
487	chr15	31611224	31611205	+	20.34	11.17	4	6487	><	30	199970
488	chr3	107206198	107206179	+	20.34	39.22	4	6488	><	30	199970
489	chr17	86909946	86909927	+	20.31	22.38	4	6489	><	30	199970
490	chr7	89473669	89473650	-	20.22	24.19	4	6490	><	30	199970
491	chr6	35252603	35252584	+	20.22	32.56	4	6491	><	30	199970
492	chr6	126168001	126167982	-	20.17	8.76	4	6492	><	30	199970
493	chr16	42169942	42169923	+	20.12	43.34	4	6493	><	30	199970
494	chr6	90607354	90607335	+	20.11	24.86	4	6494	><	30	199970
495	chr6	31664664	31664645	+	20.11	41.5	4	6495	><	30	199970
496	chr13	100002039	100002020	+	20.02	21.73	4	6496	><	30	199970
497	chr6	97523337	97523318	-	19.97	25.72	4	6497	><	30	199970
498	chr4	123529452	123529433	-	19.95	17.69	4	6498	><	30	199970
499	chr18	53744741	53744722	-	19.94	29.1	4	6499	><	30	199970
500	chr9	13849232	13849213	+	19.9	15.484	4	6500	><	30	199970
501	chr15	14052128	14052109	-	19.89	12.375	4	6501	><	30	199970
502	chr3	68053761	68053742	-	19.88	27.33	4	6502	><	30	199970
503	chr14	50799990	50799971	+	19.83	30.28	4	6503	><	30	199970
504	chr8	50292348	50292329	+	19.83	31.36	4	6504	><	30	199970
505	chr19	52993242	52993223	-	19.81	45.25	4	6505	><	30	199970
506	chr8	24546435	24546416	-	19.8	56.1	4	6506	><	30	199970
507	chr2	166085186	166085167	+	19.78	40.2	4	6507	><	30	199970
508	chr15	80260893	80260874	-	19.75	33.7	4	6508	><	30	199970
509	chr18	75606699	75606680	+	19.72	50.94	4	6509	><	30	199970
510	chr2	135957961	135957942	-	19.69	27.1	4	6510	><	30	199970
511	chr11	75179118	75179099	+	19.67	22.83	4	6511	><	30	199970
512	chr6	77628987	77628968	+	19.66	40.56	4	6512	><	30	199970
513	chr4	82614384	82614365	-	19.62	15.836	4	6513	><	30	199970
514	chr17	27190013	27189994	+	19.5	26.89	4	6514	><	30	199970
515	chr14	121451301	121451282	-	19.45	26.11	4	6515	><	30	199970
516	chr9	69987821	69987802	-	19.44	12.234	4	6516	><	30	199970
517	chr6	40479902	40479883	+	19.42	24.72	4	6517	><	30	199970
518	chr4	82619779	82619760	-	19.42	11.22	4	6518	><	30	199970
519	chr2	160593235	160593216	-	19.4	45.8	4	6519	><	30	199970
520	chr4	48691990	48691971	+	19.4	34.88	4	6520	><	30	199970
521	chr1	11140123	11140104	-	19.39	7.324	4	6521	><	30	199970
522	chr6	67858160	67858141	+	19.36	18.55	4	6522	><	30	199970
523	chr1	91914028	91914009	+	19.36	22.06	4	6523	><	30	199970
524	chr15	76196896	76196877	+	19.33	35.8	4	6524	><	30	199970
525	chr11	43767011	43766992	+	19.27	27.44	4	6525	><	30	199970
526	chr17	8463677	8463658	+	19.23	31.38	4	6526	><	30	199970
527	chr2	60442102	60442083	-	19.22	10.555	4	6527	><	30	199970
528	chr10	8242562	8242543	+	19.2	18.4	4	6528	><	30	199970
529	chr15	8382407	8382388	+	19.16	11.64	4	6529	><	30	199970
530	chr19	11360302	11360283	+	19.14	15.06	4	6530	><	30	199970
531	chr12	79305335	79305316	+	19.11	29.94	4	6531	><	30	199970
532	chr13	38992697	38992678	+	19.03	12.445	4	6532	><	30	199970
533	chr8	91147955	91147936	-	19.0	26.05	4	6533	><	30	199970
534	chr13	64443476	64443457	+	19.0	35.6	4	6534	><	30	199970
535	chr8	117898214	117898195	+	18.92	34.16	4	6535	><	30	199970
536	chr11	42423473	42423454	-	18.77	18.48	4	6536	><	30	199970
537	chr9	114957195	114957176	-	18.77	27.38	4	6537	><	30	199970
538	chr5	149647926	149647907	+	18.72	23.06	4	6538	><	30	199970
539	chr5	128440068	128440049	-	18.69	40.7	4	6539	><	30	199970
540	chr6	90606762	90606743	-	18.67	32.6	4	6540	><	30	199970
541	chr10	58560031	58560012	+	18.67	23.25	4	6541	><	30	199970
542	chr18	25538443	25538424	+	18.66	23.94	4	6542	><	30	199970
543	chr11	22987510	22987491	+	18.56	23.83	4	6543	><	30	199970
544	chr13	57269837	57269818	-	18.55	36.6	4	6544	><	30	199970
545	chr13	53096854	53096835	-	18.55	32.88	4	6545	><	30	199970
546	chr7	124783020	124783001	-	18.55	23.44	4	6546	><	30	199970
547	chr7	40687242	40687223	-	18.52	26.28	4	6547	><	30	199970
548	chr4	109438113	109438094	+	18.45	31.61	4	6548	><	30	199970
549	chr13	46663777	46663758	-	18.45	5.215	4	6549	><	30	199970
550	chr2	21927862	21927843	-	18.45	17.72	4	6550	><	30	199970
551	chr11	72564476	72564457	-	18.39	17.95	4	6551	><	30	199970
552	chr14	57362951	57362932	-	18.3	10.125	4	6552	><	30	199970
553	chr13	54063511	54063492	-	18.3	12.516	4	6553	><	30	199970
554	chr8	127191530	127191511	+	18.27	39.03	4	6554	><	30	199970
555	chr4	24249781	24249762	+	18.25	8.38	4	6555	><	30	199970
556	chr1	175603551	175603532	-	18.2	12.0	4	6556	><	30	199970
557	chr7	131897479	131897460	+	18.19	16.34	4	6557	><	30	199970
558	chr2	125259455	125259436	-	18.17	32.72	4	6558	><	30	199970
559	chr8	11943262	11943243	-	18.0	20.05	4	6559	><	30	199970
560	chr13	74861814	74861795	+	17.98	11.664	4	6560	><	30	199970
561	chr3	37302880	37302861	-	17.98	17.84	4	6561	><	30	199970
562	chr2	165391753	165391734	+	17.95	20.97	4	6562	><	30	199970
563	chr1	167669968	167669949	-	17.94	39.3	4	6563	><	30	199970
564	chr14	24311319	24311300	+	17.89	24.48	4	6564	><	30	199970
565	chr6	125622660	125622641	+	17.86	24.67	4	6565	><	30	199970
566	chr16	91694897	91694878	+	17.83	21.03	4	6566	><	30	199970
567	chr7	100886752	100886733	-	17.8	33.3	4	6567	><	30	199970
568	chr2	165779092	165779073	+	17.7	43.9	4	6568	><	30	199970
569	chr4	118988734	118988715	-	17.7	12.37	4	6569	><	30	199970
570	chr9	111939788	111939769	+	17.64	16.92	4	6570	><	30	199970
571	chr9	40806571	40806552	+	17.64	39.78	4	6571	><	30	199970
572	chr19	21571392	21571373	+	17.64	11.9	4	6572	><	30	199970
573	chr10	49785057	49785038	-	17.56	2.498	4	6573	><	30	199970
574	chr3	84922220	84922201	+	17.47	28.94	4	6574	><	30	199970
575	chr12	7991018	7990999	+	17.47	17.66	4	6575	><	30	199970
576	chr8	106687694	106687675	+	17.45	42.0	4	6576	><	30	199970
577	chr19	15998346	15998327	+	17.33	27.56	4	6577	><	30	199970
578	chr10	30838389	30838370	+	17.3	7.543	4	6578	><	30	199970
579	chr2	6469364	6469345	-	17.28	15.65	4	6579	><	30	199970
580	chr9	59678540	59678521	-	17.28	29.06	4	6580	><	30	199970
581	chr18	60143536	60143517	-	17.25	6.348	4	6581	><	30	199970
582	chr2	76114972	76114953	-	17.25	26.88	4	6582	><	30	199970
583	chr1	192722361	192722342	-	17.23	36.0	4	6583	><	30	199970
584	chr13	6737153	6737134	+	17.23	24.25	4	6584	><	30	199970
585	chr10	116199232	116199213	+	17.23	24.89	4	6585	><	30	199970
586	chr18	6627309	6627290	+	17.06	30.4	4	6586	><	30	199970
587	chr7	117375969	117375950	-	17.03	13.42	4	6587	><	30	199970
588	chr11	7200225	7200206	+	17.03	39.34	4	6588	><	30	199970
589	chr3	152474817	152474798	+	16.98	9.51	4	6589	><	30	199970
590	chr12	4107565	4107546	+	16.97	22.11	4	6590	><	30	199970
591	chr18	78212287	78212268	-	16.83	18.31	4	6591	><	30	199970
592	chr2	17842170	17842151	-	16.81	6.844	4	6592	><	30	199970
593	chr5	112429191	112429172	-	16.78	14.19	4	6593	><	30	199970
594	chr9	54169687	54169668	+	16.73	16.64	4	6594	><	30	199970
595	chr9	78597063	78597044	+	16.73	17.98	4	6595	><	30	199970
596	chr2	125556029	125556010	+	16.69	19.19	4	6596	><	30	199970
597	chr4	86545837	86545818	-	16.69	26.34	4	6597	><	30	199970
598	chr11	34229190	34229171	+	16.55	19.56	4	6598	><	30	199970
599	chr13	60479163	60479144	+	16.52	1.697	4	6599	><	30	199970
600	chr11	57788119	57788100	+	16.36	29.88	4	6600	><	30	199970
601	chr5	117504639	117504620	+	16.36	53.34	4	6601	><	30	199970
602	chr1	128368923	128368904	+	16.28	14.01	4	6602	><	30	199970
603	chr14	51098507	51098488	-	16.28	41.22	4	6603	><	30	199970
604	chr10	14404268	14404249	+	16.23	20.66	4	6604	><	30	199970
605	chr18	65752297	65752278	-	16.1	16.11	4	6605	><	30	199970
606	chr3	59077498	59077479	+	16.1	40.72	4	6606	><	30	199970
607	chr1	119919473	119919454	+	16.06	20.62	4	6607	><	30	199970
608	chr1	86598699	86598680	+	16.03	48.72	4	6608	><	30	199970
609	chr1	80178208	80178189	-	16.0	17.12	4	6609	><	30	199970
610	chr15	64132164	64132145	+	15.96	15.336	4	6610	><	30	199970
611	chr2	4652218	4652199	-	15.91	22.83	4	6611	><	30	199970
612	chr9	40805489	40805470	-	15.86	35.53	4	6612	><	30	199970
613	chr13	30549079	30549060	-	15.805	25.34	4	6613	><	30	199970
614	chr3	82350530	82350511	-	15.805	7.78	4	6614	><	30	199970
615	chr7	81155234	81155215	-	15.805	19.0	4	6615	><	30	199970
616	chr4	107701325	107701306	-	15.8	18.55	4	6616	><	30	199970
617	chr11	76655250	76655231	+	15.8	25.19	4	6617	><	30	199970
618	chr7	122945377	122945358	+	15.72	20.64	4	6618	><	30	199970
619	chr16	32697312	32697293	+	15.695	24.02	4	6619	><	30	199970
620	chr13	114460825	114460806	-	15.65	8.25	4	6620	><	30	199970
621	chr19	59389409	59389390	+	15.65	31.4	4	6621	><	30	199970
622	chr7	45451495	45451476	+	15.64	35.4	4	6622	><	30	199970
623	chr15	85599066	85599047	+	15.625	30.86	4	6623	><	30	199970
624	chr10	9012998	9012979	+	15.6	21.77	4	6624	><	30	199970
625	chr13	24318872	24318853	-	15.58	11.58	4	6625	><	30	199970
626	chr3	123506917	123506898	-	15.53	17.17	4	6626	><	30	199970
627	chr13	101719731	101719712	-	15.48	25.34	4	6627	><	30	199970
628	chr12	12412898	12412879	-	15.43	30.47	4	6628	><	30	199970
629	chr10	127342496	127342477	-	15.4	29.73	4	6629	><	30	199970
630	chr7	28972871	28972852	+	15.39	21.2	4	6630	><	30	199970
631	chr5	130862481	130862462	+	15.33	29.22	4	6631	><	30	199970
632	chr13	53779354	53779335	+	15.31	23.8	4	6632	><	30	199970
633	chr11	51582940	51582921	-	15.305	26.1	4	6633	><	30	199970
634	chr3	34150257	34150238	+	15.3	17.19	4	6634	><	30	199970
635	chr9	30423156	30423137	-	15.29	30.31	4	6635	><	30	199970
636	chr1	55886585	55886566	+	15.29	16.73	4	6636	><	30	199970
637	chr8	121104251	121104232	+	15.28	31.56	4	6637	><	30	199970
638	chr2	31683894	31683875	+	15.27	30.73	4	6638	><	30	199970
639	chr9	121458682	121458663	+	15.27	42.72	4	6639	><	30	199970
640	chr13	111421545	111421526	+	15.22	27.25	4	6640	><	30	199970
641	chr18	56572965	56572946	+	15.22	32.7	4	6641	><	30	199970
642	chr18	42593315	42593296	+	15.2	8.75	4	6642	><	30	199970
643	chr8	118287683	118287664	+	15.2	7.145	4	6643	><	30	199970
644	chr14	47742843	47742824	+	15.18	9.65	4	6644	><	30	199970
645	chr1	184791312	184791293	-	15.164	27.39	4	6645	><	30	199970
646	chr6	106800166	106800147	-	15.1	18.75	4	6646	><	30	199970
647	chr11	12025880	12025861	+	15.06	18.02	4	6647	><	30	199970
648	chr5	129594341	129594322	-	15.03	29.4	4	6648	><	30	199970
649	chr13	16005724	16005705	+	15.016	13.71	4	6649	><	30	199970
650	chr14	65597230	65597211	+	15.016	14.01	4	6650	><	30	199970
651	chr5	99900280	99900261	-	14.95	10.75	4	6651	><	30	199970
652	chr8	11421350	11421331	-	14.945	26.12	4	6652	><	30	199970
653	chr19	4755748	4755729	+	14.93	24.55	4	6653	><	30	199970
654	chr10	110733540	110733521	-	14.914	16.5	4	6654	><	30	199970
655	chr5	67752088	67752069	+	14.89	18.31	4	6655	><	30	199970
656	chr9	77381774	77381755	-	14.85	26.45	4	6656	><	30	199970
657	chr18	81951830	81951811	-	14.76	34.06	4	6657	><	30	199970
658	chr1	86059644	86059625	+	14.734	30.22	4	6658	><	30	199970
659	chr1	52630636	52630617	-	14.734	9.89	4	6659	><	30	199970
660	chr2	174308107	174308088	+	14.69	14.67	4	6660	><	30	199970
661	chr11	99364649	99364630	-	14.6	16.03	4	6661	><	30	199970
662	chr13	109558424	109558405	+	14.49	16.98	4	6662	><	30	199970
663	chr12	58201405	58201386	-	14.48	6.883	4	6663	><	30	199970
664	chr7	137471937	137471918	+	14.445	28.83	4	6664	><	30	199970
665	chr17	26916803	26916784	+	14.414	25.05	4	6665	><	30	199970
666	chr5	87871626	87871607	-	14.414	20.39	4	6666	><	30	199970
667	chr2	125252443	125252424	+	14.414	25.9	4	6667	><	30	199970
668	chr1	9549185	9549166	+	14.414	19.5	4	6668	><	30	199970
669	chr11	11788608	11788589	-	14.38	31.97	4	6669	><	30	199970
670	chr7	43928727	43928708	+	14.36	11.45	4	6670	><	30	199970
671	chr10	60760656	60760637	-	14.31	36.9	4	6671	><	30	199970
672	chr6	17362958	17362939	+	14.31	3.076	4	6672	><	30	199970
673	chr1	136521528	136521509	-	14.305	21.69	4	6673	><	30	199970
674	chr2	153147934	153147915	+	14.28	18.94	4	6674	><	30	199970
675	chr8	61522313	61522294	+	14.266	28.28	4	6675	><	30	199970
676	chr18	56759303	56759284	+	14.266	12.61	4	6676	><	30	199970
677	chr14	115451146	115451127	-	14.234	4.215	4	6677	><	30	199970
678	chr1	176218428	176218409	+	14.195	14.99	4	6678	><	30	199970
679	chr15	97665520	97665501	-	14.18	30.02	4	6679	><	30	199970
680	chr13	20299620	20299601	+	14.18	33.25	4	6680	><	30	199970
681	chr9	59969601	59969582	-	14.14	17.69	4	6681	><	30	199970
682	chr16	57611975	57611956	+	14.055	18.66	4	6682	><	30	199970
683	chr12	15816144	15816125	+	13.984	8.52	4	6683	><	30	199970
684	chr15	82271381	82271362	-	13.95	28.55	4	6684	><	30	199970
685	chr7	74363644	74363625	-	13.95	40.8	4	6685	><	30	199970
686	chr3	73066293	73066274	+	13.95	16.86	4	6686	><	30	199970
687	chr1	118772515	118772496	-	13.945	30.34	4	6687	><	30	199970
688	chr4	110020493	110020474	-	13.94	26.28	4	6688	><	30	199970
689	chr3	34639420	34639401	-	13.94	14.87	4	6689	><	30	199970
690	chr2	131530224	131530205	-	13.92	25.86	4	6690	><	30	199970
691	chr4	20024128	20024109	+	13.91	12.516	4	6691	><	30	199970
692	chr8	74980870	74980851	-	13.81	30.2	4	6692	><	30	199970
693	chr18	75757719	75757700	+	13.734	18.78	4	6693	><	30	199970
694	chr7	89908147	89908128	-	13.72	13.79	4	6694	><	30	199970
695	chr4	150257406	150257387	+	13.72	23.58	4	6695	><	30	199970
696	chr2	55022781	55022762	-	13.664	7.77	4	6696	><	30	199970
697	chr18	64506771	64506752	-	13.63	18.4	4	6697	><	30	199970
698	chr14	123353156	123353137	-	13.61	11.6	4	6698	><	30	199970
699	chr4	139872794	139872775	+	13.59	35.75	4	6699	><	30	199970
700	chr13	51839869	51839850	+	13.586	21.19	4	6700	><	30	199970
701	chr5	146162789	146162770	+	13.516	23.42	4	6701	><	30	199970
702	chr9	83785201	83785182	+	13.49	14.66	4	6702	><	30	199970
703	chr3	59079480	59079461	+	13.44	28.77	4	6703	><	30	199970
704	chr10	11345312	11345293	-	13.375	5.086	4	6704	><	30	199970
705	chr11	46252188	46252169	-	13.34	28.12	4	6705	><	30	199970
706	chr4	85404971	85404952	+	13.32	14.11	4	6706	><	30	199970
707	chr4	130738774	130738755	+	13.31	16.47	4	6707	><	30	199970
708	chr5	86432914	86432895	+	13.305	16.02	4	6708	><	30	199970
709	chr3	22306829	22306810	+	13.266	18.6	4	6709	><	30	199970
710	chr2	91930225	91930206	-	13.25	19.55	4	6710	><	30	199970
711	chr6	108417714	108417695	+	13.234	10.66	4	6711	><	30	199970
712	chr12	17011790	17011771	-	13.16	20.73	4	6712	><	30	199970
713	chr5	87551137	87551118	-	13.15	21.52	4	6713	><	30	199970
714	chr4	106227683	106227664	-	13.14	14.38	4	6714	><	30	199970
715	chr4	139877472	139877453	+	13.1	27.4	4	6715	><	30	199970
716	chr1	88742593	88742574	-	13.086	17.75	4	6716	><	30	199970
717	chr3	52254088	52254069	+	13.02	34.16	4	6717	><	30	199970
718	chr9	73159469	73159450	+	12.99	27.5	4	6718	><	30	199970
719	chr7	29297253	29297234	-	12.984	28.8	4	6719	><	30	199970
720	chr13	116312336	116312317	-	12.93	10.21	4	6720	><	30	199970
721	chr2	157117146	157117127	-	12.91	21.92	4	6721	><	30	199970
722	chr9	60243712	60243693	+	12.89	13.59	4	6722	><	30	199970
723	chr1	179845066	179845047	-	12.88	17.89	4	6723	><	30	199970
724	chr11	103332754	103332735	+	12.875	24.97	4	6724	><	30	199970
725	chr1	53032774	53032755	-	12.87	13.05	4	6725	><	30	199970
726	chr8	45345197	45345178	+	12.81	16.72	4	6726	><	30	199970
727	chr12	113216133	113216114	+	12.74	53.7	4	6727	><	30	199970
728	chr15	36152194	36152175	-	12.72	16.9	4	6728	><	30	199970
729	chr1	72876274	72876255	+	12.69	17.11	4	6729	><	30	199970
730	chr9	14774009	14773990	+	12.664	9.0	4	6730	><	30	199970
731	chr12	74317197	74317178	-	12.664	11.76	4	6731	><	30	199970
732	chr7	107819649	107819630	-	12.64	16.3	4	6732	><	30	199970
733	chr13	55327907	55327888	+	12.64	17.61	4	6733	><	30	199970
734	chr3	54796015	54795996	+	12.63	22.77	4	6734	><	30	199970
735	chr6	60963937	60963918	+	12.61	7.094	4	6735	><	30	199970
736	chr8	21981891	21981872	-	12.61	17.33	4	6736	><	30	199970
737	chr10	38269349	38269330	-	12.52	19.28	4	6737	><	30	199970
738	chr6	51170619	51170600	-	12.5	20.02	4	6738	><	30	199970
739	chr2	148110356	148110337	-	12.43	16.03	4	6739	><	30	199970
740	chr1	88301823	88301804	-	12.42	19.61	4	6740	><	30	199970
741	chr6	115037959	115037940	-	12.33	15.375	4	6741	><	30	199970
742	chr16	11980974	11980955	+	12.33	3.668	4	6742	><	30	199970
743	chr15	44832771	44832752	-	12.31	24.2	4	6743	><	30	199970
744	chr19	26193888	26193869	-	12.29	7.65	4	6744	><	30	199970
745	chr17	8988263	8988244	-	12.29	10.71	4	6745	><	30	199970
746	chr14	66358860	66358841	+	12.28	18.22	4	6746	><	30	199970
747	chr12	40832432	40832413	-	12.26	13.56	4	6747	><	30	199970
748	chr2	53206958	53206939	-	12.18	12.55	4	6748	><	30	199970
749	chr16	42914617	42914598	+	12.16	7.133	4	6749	><	30	199970
750	chr11	111523686	111523667	-	12.14	23.53	4	6750	><	30	199970
751	chr6	121556678	121556659	+	12.11	18.8	4	6751	><	30	199970
752	chr7	43926199	43926180	-	12.1	21.69	4	6752	><	30	199970
753	chr3	3311028	3311009	+	12.09	10.74	4	6753	><	30	199970
754	chr12	17018680	17018661	+	12.04	21.19	4	6754	><	30	199970
755	chr18	33794794	33794775	+	11.97	24.89	4	6755	><	30	199970
756	chr15	73791915	73791896	+	11.96	24.61	4	6756	><	30	199970
757	chr12	82489256	82489237	+	11.945	11.805	4	6757	><	30	199970
758	chr19	37559803	37559784	+	11.91	21.4	4	6758	><	30	199970
759	chr12	36195155	36195136	-	11.91	7.07	4	6759	><	30	199970
760	chr3	30515246	30515227	-	11.875	11.664	4	6760	><	30	199970
761	chr19	27426681	27426662	-	11.81	11.945	4	6761	><	30	199970
762	chr2	75590427	75590408	-	11.75	21.66	4	6762	><	30	199970
763	chr2	17849498	17849479	+	11.75	6.633	4	6763	><	30	199970
764	chr9	83371155	83371136	-	11.75	6.18	4	6764	><	30	199970
765	chr9	30936846	30936827	-	11.734	17.67	4	6765	><	30	199970
766	chr15	94690037	94690018	+	11.73	23.03	4	6766	><	30	199970
767	chr2	147379133	147379114	+	11.69	9.875	4	6767	><	30	199970
768	chr4	121232314	121232295	-	11.664	7.945	4	6768	><	30	199970
769	chr18	56333219	56333200	-	11.64	4.934	4	6769	><	30	199970
770	chr16	25952209	25952190	-	11.64	6.688	4	6770	><	30	199970
771	chr13	94976326	94976307	+	11.63	16.62	4	6771	><	30	199970
772	chr2	30942898	30942879	-	11.57	22.28	4	6772	><	30	199970
773	chr6	104479441	104479422	+	11.55	10.57	4	6773	><	30	199970
774	chr5	113080039	113080020	-	11.52	26.94	4	6774	><	30	199970
775	chr16	30550607	30550588	-	11.52	17.62	4	6775	><	30	199970
776	chr1	160194976	160194957	+	11.51	18.28	4	6776	><	30	199970
777	chr11	56116782	56116763	-	11.48	30.47	4	6777	><	30	199970
778	chr6	112484521	112484502	-	11.48	12.14	4	6778	><	30	199970
779	chr14	21853546	21853527	-	11.445	30.66	4	6779	><	30	199970
780	chr9	58534993	58534974	+	11.414	20.97	4	6780	><	30	199970
781	chr17	73302318	73302299	+	11.414	39.62	4	6781	><	30	199970
782	chr1	85842459	85842440	-	11.41	14.02	4	6782	><	30	199970
783	chr17	16926410	16926391	-	11.35	2.584	4	6783	><	30	199970
784	chr12	29894861	29894842	+	11.31	16.72	4	6784	><	30	199970
785	chr2	127832989	127832970	+	11.22	7.293	4	6785	><	30	199970
786	chr16	20724653	20724634	+	11.18	15.11	4	6786	><	30	199970
787	chr1	180811112	180811093	-	11.164	28.33	4	6787	><	30	199970
788	chr13	109210611	109210592	-	11.16	17.5	4	6788	><	30	199970
789	chr18	5990207	5990188	-	11.14	3.14	4	6789	><	30	199970
790	chr18	12102268	12102249	-	11.125	23.38	4	6790	><	30	199970
791	chr19	59380193	59380174	+	11.08	23.9	4	6791	><	30	199970
792	chr2	101665476	101665457	+	11.055	26.06	4	6792	><	30	199970
793	chr12	108541242	108541223	-	11.02	27.9	4	6793	><	30	199970
794	chr2	32583648	32583629	+	11.016	30.19	4	6794	><	30	199970
795	chr1	181881807	181881788	-	10.98	11.91	4	6795	><	30	199970
796	chr5	117506576	117506557	+	10.94	40.06	4	6796	><	30	199970
797	chr1	38789153	38789134	+	10.89	22.95	4	6797	><	30	199970
798	chr10	102445139	102445120	-	10.875	19.4	4	6798	><	30	199970
799	chr12	81788941	81788922	+	10.87	12.51	4	6799	><	30	199970
800	chr9	78233462	78233443	-	10.86	15.93	4	6800	><	30	199970
801	chr10	96618527	96618508	+	10.86	3.014	4	6801	><	30	199970
802	chr8	84639419	84639400	-	10.85	34.7	4	6802	><	30	199970
803	chr17	8468905	8468886	+	10.85	20.27	4	6803	><	30	199970
804	chr2	67535551	67535532	+	10.83	7.83	4	6804	><	30	199970
805	chr18	52947340	52947321	+	10.82	10.15	4	6805	><	30	199970
806	chr13	72625410	72625391	-	10.78	6.715	4	6806	><	30	199970
807	chr11	31942449	31942430	+	10.69	22.72	4	6807	><	30	199970
808	chr1	6190743	6190724	-	10.63	7.344	4	6808	><	30	199970
809	chr7	74367549	74367530	+	10.6	15.16	4	6809	><	30	199970
810	chr4	22482970	22482951	+	10.58	4.45	4	6810	><	30	199970
811	chr13	20298018	20297999	+	10.56	24.86	4	6811	><	30	199970
812	chr16	75325511	75325492	-	10.484	5.44	4	6812	><	30	199970
813	chr6	54586377	54586358	+	10.44	8.14	4	6813	><	30	199970
814	chr14	59604211	59604192	-	10.375	15.664	4	6814	><	30	199970
815	chr2	107946040	107946021	-	10.31	11.08	4	6815	><	30	199970
816	chr1	62701219	62701200	-	10.3	12.74	4	6816	><	30	199970
817	chr7	75914120	75914101	+	10.266	24.1	4	6817	><	30	199970
818	chr5	98167679	98167660	+	10.26	12.875	4	6818	><	30	199970
819	chr9	99671799	99671780	+	10.23	22.52	4	6819	><	30	199970
820	chr1	179847901	179847882	+	10.16	11.88	4	6820	><	30	199970
821	chr15	80080817	80080798	-	10.15	32.28	4	6821	><	30	199970
822	chr6	137747756	137747737	-	10.09	27.12	4	6822	><	30	199970
823	chr6	77249625	77249606	-	10.09	6.945	4	6823	><	30	199970
824	chr5	149049190	149049171	-	10.08	15.81	4	6824	><	30	199970
825	chr18	32814407	32814388	-	10.07	2.566	4	6825	><	30	199970
826	chr11	46258405	46258386	-	10.06	20.3	4	6826	><	30	199970
827	chr11	81974830	81974811	-	10.01	5.44	4	6827	><	30	199970
828	chr19	48414047	48414028	+	9.99	12.77	4	6828	><	30	199970
829	chr11	34836484	34836465	+	9.86	20.75	4	6829	><	30	199970
830	chr17	24437345	24437326	-	9.81	19.33	4	6830	><	30	199970
831	chr6	59208753	59208734	-	9.734	12.92	4	6831	><	30	199970
832	chr13	37325694	37325675	-	9.734	20.84	4	6832	><	30	199970
833	chr11	43412967	43412948	-	9.72	22.2	4	6833	><	30	199970
834	chr13	49651342	49651323	-	9.71	2.496	4	6834	><	30	199970
835	chr7	143151380	143151361	+	9.69	18.05	4	6835	><	30	199970
836	chr16	4285478	4285459	-	9.67	7.94	4	6836	><	30	199970
837	chr11	29715017	29714998	-	9.664	9.12	4	6837	><	30	199970
838	chr3	134654263	134654244	+	9.62	3.898	4	6838	><	30	199970
839	chr8	28978824	28978805	-	9.57	7.504	4	6839	><	30	199970
840	chr13	54062269	54062250	-	9.55	10.02	4	6840	><	30	199970
841	chr9	32585514	32585495	+	9.516	12.72	4	6841	><	30	199970
842	chr7	73648212	73648193	-	9.484	13.375	4	6842	><	30	199970
843	chr19	27425889	27425870	-	9.44	11.26	4	6843	><	30	199970
844	chr13	100854377	100854358	-	9.42	17.78	4	6844	><	30	199970
845	chr5	140749784	140749765	-	9.414	22.17	4	6845	><	30	199970
846	chr4	127027444	127027425	+	9.4	22.48	4	6846	><	30	199970
847	chr11	109221866	109221847	-	9.3	9.67	4	6847	><	30	199970
848	chr16	16596794	16596775	+	9.28	5.977	4	6848	><	30	199970
849	chr2	128605294	128605275	-	9.25	9.07	4	6849	><	30	199970
850	chr2	61492265	61492246	+	9.25	6.99	4	6850	><	30	199970
851	chr10	74217479	74217460	+	9.22	7.7	4	6851	><	30	199970
852	chr9	68016722	68016703	+	9.2	8.305	4	6852	><	30	199970
853	chr6	144248136	144248117	+	9.19	7.742	4	6853	><	30	199970
854	chr13	51191948	51191929	+	9.17	5.492	4	6854	><	30	199970
855	chr2	103424848	103424829	-	9.164	12.29	4	6855	><	30	199970
856	chr7	64751734	64751715	-	9.13	16.66	4	6856	><	30	199970
857	chr7	27160004	27159985	+	9.125	14.17	4	6857	><	30	199970
