chr	start	end	genome_window_start
chr1	22466560	44365824	27994112
chr1	22466560	44365824	27996160
chr1	22466560	44365824	27998208
chr1	22466560	44365824	28000256
chr1	22466560	44365824	28002304
chr1	22466560	44365824	28004352
chr1	22466560	44365824	28006400
chr1	22466560	44365824	28008448
chr1	22466560	44365824	28010496
chr1	22466560	44365824	28012544
chr1	22466560	44365824	28014592
chr1	22466560	44365824	28016640
chr1	22466560	44365824	28018688
chr1	22466560	44365824	28020736
chr1	22466560	44365824	28022784
chr1	22466560	44365824	28024832
chr1	22466560	44365824	28026880
chr1	22466560	44365824	28028928
chr1	22466560	44365824	28030976
chr1	22466560	44365824	28033024
chr1	22466560	44365824	28035072
chr1	22466560	44365824	28037120
chr1	22466560	44365824	28039168
chr1	22466560	44365824	28041216
chr1	22466560	44365824	28043264
chr1	22466560	44365824	28045312
chr1	22466560	44365824	28047360
chr1	22466560	44365824	28049408
chr1	22466560	44365824	28051456
chr1	22466560	44365824	28053504
chr1	22466560	44365824	28055552
chr1	22466560	44365824	28057600
chr1	22466560	44365824	28059648
chr1	22466560	44365824	28061696
chr1	22466560	44365824	28063744
chr1	22466560	44365824	28065792
chr1	22466560	44365824	28067840
chr1	22466560	44365824	28069888
chr1	22466560	44365824	28071936
chr1	22466560	44365824	28073984
chr1	22466560	44365824	28076032
chr1	22466560	44365824	28078080
chr1	22466560	44365824	28080128
chr1	22466560	44365824	28082176
chr1	22466560	44365824	28084224
chr1	22466560	44365824	28086272
chr1	22466560	44365824	28088320
chr1	22466560	44365824	28090368
chr1	22466560	44365824	28092416
chr1	22466560	44365824	28094464
chr1	22466560	44365824	28096512
chr1	22466560	44365824	28098560
chr1	22466560	44365824	28100608
chr1	22466560	44365824	28102656
chr1	22466560	44365824	28104704
chr1	22466560	44365824	28106752
chr1	22466560	44365824	28108800
chr1	22466560	44365824	28110848
chr1	22466560	44365824	28112896
chr1	22466560	44365824	28114944
chr1	22466560	44365824	28116992
chr1	22466560	44365824	28119040
chr1	22466560	44365824	28121088
chr1	22466560	44365824	28123136
chr1	22466560	44365824	28125184
chr1	22466560	44365824	28127232
chr1	22466560	44365824	28129280
chr1	22466560	44365824	28131328
chr1	22466560	44365824	28133376
chr1	22466560	44365824	28135424
chr1	22466560	44365824	28137472
chr1	22466560	44365824	28139520
chr1	22466560	44365824	28141568
chr1	22466560	44365824	28143616
chr1	22466560	44365824	28145664
chr1	22466560	44365824	28147712
chr1	22466560	44365824	28149760
chr1	22466560	44365824	28151808
chr1	22466560	44365824	28153856
chr1	22466560	44365824	28155904
chr1	22466560	44365824	28157952
chr1	22466560	44365824	28160000
chr1	22466560	44365824	28162048
chr1	22466560	44365824	28164096
chr1	22466560	44365824	28166144
chr1	22466560	44365824	28168192
chr1	22466560	44365824	28170240
chr1	22466560	44365824	28172288
chr1	22466560	44365824	28174336
chr1	22466560	44365824	28176384
chr1	22466560	44365824	28178432
chr1	22466560	44365824	28180480
chr1	22466560	44365824	28182528
chr1	22466560	44365824	28184576
chr1	22466560	44365824	28186624
chr1	22466560	44365824	28188672
chr1	22466560	44365824	28190720
chr1	22466560	44365824	28192768
chr1	22466560	44365824	28194816
chr1	22466560	44365824	28196864
chr1	22466560	44365824	28198912
chr1	22466560	44365824	28200960
chr1	22466560	44365824	28203008
chr1	22466560	44365824	28205056
chr1	22466560	44365824	28207104
chr1	22466560	44365824	28209152
chr1	22466560	44365824	28211200
chr1	22466560	44365824	28213248
chr1	22466560	44365824	28215296
chr1	22466560	44365824	28217344
chr1	22466560	44365824	28219392
chr1	22466560	44365824	28221440
chr1	22466560	44365824	28223488
chr1	22466560	44365824	28225536
chr1	22466560	44365824	28227584
chr1	22466560	44365824	28229632
chr1	22466560	44365824	28231680
chr1	22466560	44365824	28233728
chr1	22466560	44365824	28235776
chr1	22466560	44365824	28237824
chr1	22466560	44365824	28239872
chr1	22466560	44365824	28241920
chr1	22466560	44365824	28243968
chr1	22466560	44365824	28246016
chr1	22466560	44365824	28248064
chr1	22466560	44365824	28250112
chr1	22466560	44365824	28252160
chr1	22466560	44365824	28254208
chr1	22466560	44365824	28256256
chr1	22466560	44365824	28258304
chr1	22466560	44365824	28260352
chr1	22466560	44365824	28262400
chr1	22466560	44365824	28264448
chr1	22466560	44365824	28266496
chr1	22466560	44365824	28268544
chr1	22466560	44365824	28270592
chr1	22466560	44365824	28272640
chr1	22466560	44365824	28274688
chr1	22466560	44365824	28276736
chr1	22466560	44365824	28278784
chr1	22466560	44365824	28280832
chr1	22466560	44365824	28282880
chr1	22466560	44365824	28284928
chr1	22466560	44365824	28286976
chr1	22466560	44365824	28289024
chr1	22466560	44365824	28291072
chr1	22466560	44365824	28293120
chr1	22466560	44365824	28295168
chr1	22466560	44365824	28297216
chr1	22466560	44365824	28299264
chr1	22466560	44365824	28301312
chr1	22466560	44365824	28303360
chr1	22466560	44365824	28305408
chr1	22466560	44365824	28307456
chr1	22466560	44365824	28309504
chr1	22466560	44365824	28311552
chr1	22466560	44365824	28313600
chr1	22466560	44365824	28315648
chr1	22466560	44365824	28317696
chr1	22466560	44365824	28319744
chr1	22466560	44365824	28321792
chr1	22466560	44365824	28323840
chr1	22466560	44365824	28325888
chr1	22466560	44365824	28327936
chr1	22466560	44365824	28329984
chr1	22466560	44365824	28332032
chr1	22466560	44365824	28334080
chr1	22466560	44365824	28336128
chr1	22466560	44365824	28338176
chr1	22466560	44365824	28340224
chr1	22466560	44365824	28342272
chr1	22466560	44365824	28344320
chr1	22466560	44365824	28346368
chr1	22466560	44365824	28348416
chr1	22466560	44365824	28350464
chr1	22466560	44365824	28352512
chr1	22466560	44365824	28354560
chr1	22466560	44365824	28356608
chr1	22466560	44365824	28358656
chr1	22466560	44365824	28360704
chr1	22466560	44365824	28362752
chr1	22466560	44365824	28364800
chr1	22466560	44365824	28366848
chr1	22466560	44365824	28368896
chr1	22466560	44365824	28370944
chr1	22466560	44365824	28372992
chr1	22466560	44365824	28375040
chr1	22466560	44365824	28377088
chr1	22466560	44365824	28379136
chr1	22466560	44365824	28381184
chr1	22466560	44365824	28383232
chr1	22466560	44365824	28385280
chr1	22466560	44365824	28387328
chr1	22466560	44365824	28389376
chr1	22466560	44365824	28391424
chr1	22466560	44365824	28393472
chr1	22466560	44365824	28395520
chr1	22466560	44365824	28397568
chr1	22466560	44365824	28399616
chr1	22466560	44365824	28401664
chr1	22466560	44365824	28403712
chr1	22466560	44365824	28405760
chr1	22466560	44365824	28407808
chr1	22466560	44365824	28409856
chr1	22466560	44365824	28411904
chr1	22466560	44365824	28413952
chr1	22466560	44365824	28416000
chr1	22466560	44365824	28418048
chr1	22466560	44365824	28420096
chr1	22466560	44365824	28422144
chr1	22466560	44365824	28424192
chr1	22466560	44365824	28426240
chr1	22466560	44365824	28428288
chr1	22466560	44365824	28430336
chr1	22466560	44365824	28432384
chr1	22466560	44365824	28434432
chr1	22466560	44365824	28436480
chr1	22466560	44365824	28438528
chr1	22466560	44365824	28440576
chr1	22466560	44365824	28442624
chr1	22466560	44365824	28444672
chr1	22466560	44365824	28446720
chr1	22466560	44365824	28448768
chr1	22466560	44365824	28450816
chr1	22466560	44365824	28452864
chr1	22466560	44365824	28454912
chr1	22466560	44365824	28456960
chr1	22466560	44365824	28459008
chr1	22466560	44365824	28461056
chr1	22466560	44365824	28463104
chr1	22466560	44365824	28465152
chr1	22466560	44365824	28467200
chr1	22466560	44365824	28469248
chr1	22466560	44365824	28471296
chr1	22466560	44365824	28473344
chr1	22466560	44365824	28475392
chr1	22466560	44365824	28477440
chr1	22466560	44365824	28479488
chr1	22466560	44365824	28481536
chr1	22466560	44365824	28483584
chr1	22466560	44365824	28485632
chr1	22466560	44365824	28487680
chr1	22466560	44365824	28489728
chr1	22466560	44365824	28491776
chr1	22466560	44365824	28493824
chr1	22466560	44365824	28495872
chr1	22466560	44365824	28497920
chr1	22466560	44365824	28499968
chr1	22466560	44365824	28502016
chr1	22466560	44365824	28504064
chr1	22466560	44365824	28506112
chr1	22466560	44365824	28508160
chr1	22466560	44365824	28510208
chr1	22466560	44365824	28512256
chr1	22466560	44365824	28514304
chr1	22466560	44365824	28516352
chr1	22466560	44365824	28518400
chr1	22466560	44365824	28520448
chr1	22466560	44365824	28522496
chr1	22466560	44365824	28524544
chr1	22466560	44365824	28526592
chr1	22466560	44365824	28528640
chr1	22466560	44365824	28530688
chr1	22466560	44365824	28532736
chr1	22466560	44365824	28534784
chr1	22466560	44365824	28536832
chr1	22466560	44365824	28538880
chr1	22466560	44365824	28540928
chr1	22466560	44365824	28542976
chr1	22466560	44365824	28545024
chr1	22466560	44365824	28547072
chr1	22466560	44365824	28549120
chr1	22466560	44365824	28551168
chr1	22466560	44365824	28553216
chr1	22466560	44365824	28555264
chr1	22466560	44365824	28557312
chr1	22466560	44365824	28559360
chr1	22466560	44365824	28561408
chr1	22466560	44365824	28563456
chr1	22466560	44365824	28565504
chr1	22466560	44365824	28567552
chr1	22466560	44365824	28569600
chr1	22466560	44365824	28571648
chr1	22466560	44365824	28573696
chr1	22466560	44365824	28575744
chr1	22466560	44365824	28577792
chr1	22466560	44365824	28579840
chr1	22466560	44365824	28581888
chr1	22466560	44365824	28583936
chr1	22466560	44365824	28585984
chr1	22466560	44365824	28588032
chr1	22466560	44365824	28590080
chr1	22466560	44365824	28592128
chr1	22466560	44365824	28594176
chr1	22466560	44365824	28596224
chr1	22466560	44365824	28598272
chr1	22466560	44365824	28600320
chr1	22466560	44365824	28602368
chr1	22466560	44365824	28604416
chr1	22466560	44365824	28606464
chr1	22466560	44365824	28608512
chr1	22466560	44365824	28610560
chr1	22466560	44365824	28612608
chr1	22466560	44365824	28614656
chr1	22466560	44365824	28616704
chr1	22466560	44365824	28618752
chr1	22466560	44365824	28620800
chr1	22466560	44365824	28622848
chr1	22466560	44365824	28624896
chr1	22466560	44365824	28626944
chr1	22466560	44365824	28628992
chr1	22466560	44365824	28631040
chr1	22466560	44365824	28633088
chr1	22466560	44365824	28635136
chr1	22466560	44365824	28637184
chr1	22466560	44365824	28639232
chr1	22466560	44365824	28641280
chr1	22466560	44365824	28643328
chr1	22466560	44365824	28645376
chr1	22466560	44365824	28647424
chr1	22466560	44365824	28649472
chr1	22466560	44365824	28651520
chr1	22466560	44365824	28653568
chr1	22466560	44365824	28655616
chr1	22466560	44365824	28657664
chr1	22466560	44365824	28659712
chr1	22466560	44365824	28661760
chr1	22466560	44365824	28663808
chr1	22466560	44365824	28665856
chr1	22466560	44365824	28667904
chr1	22466560	44365824	28669952
chr1	22466560	44365824	28672000
chr1	22466560	44365824	28674048
chr1	22466560	44365824	28676096
chr1	22466560	44365824	28678144
chr1	22466560	44365824	28680192
chr1	22466560	44365824	28682240
chr1	22466560	44365824	28684288
chr1	22466560	44365824	28686336
chr1	22466560	44365824	28688384
chr1	22466560	44365824	28690432
chr1	22466560	44365824	28692480
chr1	22466560	44365824	28694528
chr1	22466560	44365824	28696576
chr1	22466560	44365824	28698624
chr1	22466560	44365824	28700672
chr1	22466560	44365824	28702720
chr1	22466560	44365824	28704768
chr1	22466560	44365824	28706816
chr1	22466560	44365824	28708864
chr1	22466560	44365824	28710912
chr1	22466560	44365824	28712960
chr1	22466560	44365824	28715008
chr1	22466560	44365824	28717056
chr1	22466560	44365824	28719104
chr1	22466560	44365824	28721152
chr1	22466560	44365824	28723200
chr1	22466560	44365824	28725248
chr1	22466560	44365824	28727296
chr1	22466560	44365824	28729344
chr1	22466560	44365824	28731392
chr1	22466560	44365824	28733440
chr1	22466560	44365824	28735488
chr1	22466560	44365824	28737536
chr1	22466560	44365824	28739584
chr1	22466560	44365824	28741632
chr1	22466560	44365824	28743680
chr1	22466560	44365824	28745728
chr1	22466560	44365824	28747776
chr1	22466560	44365824	28749824
chr1	22466560	44365824	28751872
chr1	22466560	44365824	28753920
chr1	22466560	44365824	28755968
chr1	22466560	44365824	28758016
chr1	22466560	44365824	28760064
chr1	22466560	44365824	28762112
chr1	22466560	44365824	28764160
chr1	22466560	44365824	28766208
chr1	22466560	44365824	28768256
chr1	22466560	44365824	28770304
chr1	22466560	44365824	28772352
chr1	22466560	44365824	28774400
chr1	22466560	44365824	28776448
chr1	22466560	44365824	28778496
chr1	22466560	44365824	28780544
chr1	22466560	44365824	28782592
chr1	22466560	44365824	28784640
chr1	22466560	44365824	28786688
chr1	22466560	44365824	28788736
chr1	22466560	44365824	28790784
chr1	22466560	44365824	28792832
chr1	22466560	44365824	28794880
chr1	22466560	44365824	28796928
chr1	22466560	44365824	28798976
chr1	22466560	44365824	28801024
chr1	22466560	44365824	28803072
chr1	22466560	44365824	28805120
chr1	22466560	44365824	28807168
chr1	22466560	44365824	28809216
chr1	22466560	44365824	28811264
chr1	22466560	44365824	28813312
chr1	22466560	44365824	28815360
chr1	22466560	44365824	28817408
chr1	22466560	44365824	28819456
chr1	22466560	44365824	28821504
chr1	22466560	44365824	28823552
chr1	22466560	44365824	28825600
chr1	22466560	44365824	28827648
chr1	22466560	44365824	28829696
chr1	22466560	44365824	28831744
chr1	22466560	44365824	28833792
chr1	22466560	44365824	28835840
chr1	22466560	44365824	28837888
chr1	22466560	44365824	28839936
chr1	22466560	44365824	28841984
chr1	22466560	44365824	28844032
chr1	22466560	44365824	28846080
chr1	22466560	44365824	28848128
chr1	22466560	44365824	28850176
chr1	22466560	44365824	28852224
chr1	22466560	44365824	28854272
chr1	22466560	44365824	28856320
chr1	22466560	44365824	28858368
chr1	22466560	44365824	28860416
chr1	22466560	44365824	28862464
chr1	22466560	44365824	28864512
chr1	22466560	44365824	28866560
chr1	22466560	44365824	28868608
chr1	22466560	44365824	28870656
chr1	22466560	44365824	28872704
chr1	22466560	44365824	28874752
chr1	22466560	44365824	28876800
chr1	22466560	44365824	28878848
chr1	22466560	44365824	28880896
chr1	22466560	44365824	28882944
chr1	22466560	44365824	28884992
chr1	22466560	44365824	28887040
chr1	22466560	44365824	28889088
chr1	22466560	44365824	28891136
chr1	22466560	44365824	28893184
chr1	22466560	44365824	28895232
chr1	22466560	44365824	28897280
chr1	22466560	44365824	28899328
chr1	22466560	44365824	28901376
chr1	22466560	44365824	28903424
chr1	22466560	44365824	28905472
chr1	22466560	44365824	28907520
chr1	22466560	44365824	28909568
chr1	22466560	44365824	28911616
chr1	22466560	44365824	28913664
chr1	22466560	44365824	28915712
chr1	22466560	44365824	28917760
chr1	22466560	44365824	28919808
chr1	22466560	44365824	28921856
chr1	22466560	44365824	28923904
chr1	22466560	44365824	28925952
chr1	22466560	44365824	28928000
chr1	22466560	44365824	28930048
chr1	22466560	44365824	28932096
chr1	22466560	44365824	28934144
chr1	22466560	44365824	28936192
chr1	22466560	44365824	28938240
chr1	22466560	44365824	28940288
chr1	22466560	44365824	28942336
chr1	22466560	44365824	28944384
chr1	22466560	44365824	28946432
chr1	22466560	44365824	28948480
chr1	22466560	44365824	28950528
chr1	22466560	44365824	28952576
chr1	22466560	44365824	28954624
chr1	22466560	44365824	28956672
chr1	22466560	44365824	28958720
chr1	22466560	44365824	28960768
chr1	22466560	44365824	28962816
chr1	22466560	44365824	28964864
chr1	22466560	44365824	28966912
chr1	22466560	44365824	28968960
chr1	22466560	44365824	28971008
chr1	22466560	44365824	28973056
chr1	22466560	44365824	28975104
chr1	22466560	44365824	28977152
chr1	22466560	44365824	28979200
chr1	22466560	44365824	28981248
chr1	22466560	44365824	28983296
chr1	22466560	44365824	28985344
chr1	22466560	44365824	28987392
chr1	22466560	44365824	28989440
chr1	22466560	44365824	28991488
chr1	22466560	44365824	28993536
chr1	22466560	44365824	28995584
chr1	22466560	44365824	28997632
chr1	22466560	44365824	28999680
chr1	22466560	44365824	29001728
chr1	22466560	44365824	29003776
chr1	22466560	44365824	29005824
chr1	22466560	44365824	29007872
chr1	22466560	44365824	29009920
chr1	22466560	44365824	29011968
chr1	22466560	44365824	29014016
chr1	22466560	44365824	29016064
chr1	22466560	44365824	29018112
chr1	22466560	44365824	29020160
chr1	22466560	44365824	29022208
chr1	22466560	44365824	29024256
chr1	22466560	44365824	29026304
chr1	22466560	44365824	29028352
chr1	22466560	44365824	29030400
chr1	22466560	44365824	29032448
chr1	22466560	44365824	29034496
chr1	22466560	44365824	29036544
chr1	22466560	44365824	29038592
chr1	22466560	44365824	29040640
chr1	22466560	44365824	29042688
chr1	22466560	44365824	29044736
chr1	22466560	44365824	29046784
chr1	22466560	44365824	29048832
chr1	22466560	44365824	29050880
chr1	22466560	44365824	29052928
chr1	22466560	44365824	29054976
chr1	22466560	44365824	29057024
chr1	22466560	44365824	29059072
chr1	22466560	44365824	29061120
chr1	22466560	44365824	29063168
chr1	22466560	44365824	29065216
chr1	22466560	44365824	29067264
chr1	22466560	44365824	29069312
chr1	22466560	44365824	29071360
chr1	22466560	44365824	29073408
chr1	22466560	44365824	29075456
chr1	22466560	44365824	29077504
chr1	22466560	44365824	29079552
chr1	22466560	44365824	29081600
chr1	22466560	44365824	29083648
chr1	22466560	44365824	29085696
chr1	22466560	44365824	29087744
chr1	22466560	44365824	29089792
chr1	22466560	44365824	29091840
chr1	22466560	44365824	29093888
chr1	22466560	44365824	29095936
chr1	22466560	44365824	29097984
chr1	22466560	44365824	29100032
chr1	22466560	44365824	29102080
chr1	22466560	44365824	29104128
chr1	22466560	44365824	29106176
chr1	22466560	44365824	29108224
chr1	22466560	44365824	29110272
chr1	22466560	44365824	29112320
chr1	22466560	44365824	29114368
chr1	22466560	44365824	29116416
chr1	22466560	44365824	29118464
chr1	22466560	44365824	29120512
chr1	22466560	44365824	29122560
chr1	22466560	44365824	29124608
chr1	22466560	44365824	29126656
chr1	22466560	44365824	29128704
chr1	22466560	44365824	29130752
chr1	22466560	44365824	29132800
chr1	22466560	44365824	29134848
chr1	22466560	44365824	29136896
chr1	22466560	44365824	29138944
chr1	22466560	44365824	29140992
chr1	22466560	44365824	29143040
chr1	22466560	44365824	29145088
chr1	22466560	44365824	29147136
chr1	22466560	44365824	29149184
chr1	22466560	44365824	29151232
chr1	22466560	44365824	29153280
chr1	22466560	44365824	29155328
chr1	22466560	44365824	29157376
chr1	22466560	44365824	29159424
chr1	22466560	44365824	29161472
chr1	22466560	44365824	29163520
chr1	22466560	44365824	29165568
chr1	22466560	44365824	29167616
chr1	22466560	44365824	29169664
chr1	22466560	44365824	29171712
chr1	22466560	44365824	29173760
chr1	22466560	44365824	29175808
chr1	22466560	44365824	29177856
chr1	22466560	44365824	29179904
chr1	22466560	44365824	29181952
chr1	22466560	44365824	29184000
chr1	22466560	44365824	29186048
chr1	22466560	44365824	29188096
chr1	22466560	44365824	29190144
chr1	22466560	44365824	29192192
chr1	22466560	44365824	29194240
chr1	22466560	44365824	29196288
chr1	22466560	44365824	29198336
chr1	22466560	44365824	29200384
chr1	22466560	44365824	29202432
chr1	22466560	44365824	29204480
chr1	22466560	44365824	29206528
chr1	22466560	44365824	29208576
chr1	22466560	44365824	29210624
chr1	22466560	44365824	29212672
chr1	22466560	44365824	29214720
chr1	22466560	44365824	29216768
chr1	22466560	44365824	29218816
chr1	22466560	44365824	29220864
chr1	22466560	44365824	29222912
chr1	22466560	44365824	29224960
chr1	22466560	44365824	29227008
chr1	22466560	44365824	29229056
chr1	22466560	44365824	29231104
chr1	22466560	44365824	29233152
chr1	22466560	44365824	29235200
chr1	22466560	44365824	29237248
chr1	22466560	44365824	29239296
chr1	22466560	44365824	29241344
chr1	22466560	44365824	29243392
chr1	22466560	44365824	29245440
chr1	22466560	44365824	29247488
chr1	22466560	44365824	29249536
chr1	22466560	44365824	29251584
chr1	22466560	44365824	29253632
chr1	22466560	44365824	29255680
chr1	22466560	44365824	29257728
chr1	22466560	44365824	29259776
chr1	22466560	44365824	29261824
chr1	22466560	44365824	29263872
chr1	22466560	44365824	29265920
chr1	22466560	44365824	29267968
chr1	22466560	44365824	29270016
chr1	22466560	44365824	29272064
chr1	22466560	44365824	29274112
chr1	22466560	44365824	29276160
chr1	22466560	44365824	29278208
chr1	22466560	44365824	29280256
chr1	22466560	44365824	29282304
chr1	22466560	44365824	29284352
chr1	22466560	44365824	29286400
chr1	22466560	44365824	29288448
chr1	22466560	44365824	29290496
chr1	22466560	44365824	29292544
chr1	22466560	44365824	29294592
chr1	22466560	44365824	29296640
chr1	22466560	44365824	29298688
chr1	22466560	44365824	29300736
chr1	22466560	44365824	29302784
chr1	22466560	44365824	29304832
chr1	22466560	44365824	29306880
chr1	22466560	44365824	29308928
chr1	22466560	44365824	29310976
chr1	22466560	44365824	29313024
chr1	22466560	44365824	29315072
chr1	22466560	44365824	29317120
chr1	22466560	44365824	29319168
chr1	22466560	44365824	29321216
chr1	22466560	44365824	29323264
chr1	22466560	44365824	29325312
chr1	22466560	44365824	29327360
chr1	22466560	44365824	29329408
chr1	22466560	44365824	29331456
chr1	22466560	44365824	29333504
chr1	22466560	44365824	29335552
chr1	22466560	44365824	29337600
chr1	22466560	44365824	29339648
chr1	22466560	44365824	29341696
chr1	22466560	44365824	29343744
chr1	22466560	44365824	29345792
chr1	22466560	44365824	29347840
chr1	22466560	44365824	29349888
chr1	22466560	44365824	29351936
chr1	22466560	44365824	29353984
chr1	22466560	44365824	29356032
chr1	22466560	44365824	29358080
chr1	22466560	44365824	29360128
chr1	22466560	44365824	29362176
chr1	22466560	44365824	29364224
chr1	22466560	44365824	29366272
chr1	22466560	44365824	29368320
chr1	22466560	44365824	29370368
chr1	22466560	44365824	29372416
chr1	22466560	44365824	29374464
chr1	22466560	44365824	29376512
chr1	22466560	44365824	29378560
chr1	22466560	44365824	29380608
chr1	22466560	44365824	29382656
chr1	22466560	44365824	29384704
chr1	22466560	44365824	29386752
chr1	22466560	44365824	29388800
chr1	22466560	44365824	29390848
chr1	22466560	44365824	29392896
chr1	22466560	44365824	29394944
chr1	22466560	44365824	29396992
chr1	22466560	44365824	29399040
chr1	22466560	44365824	29401088
chr1	22466560	44365824	29403136
chr1	22466560	44365824	29405184
chr1	22466560	44365824	29407232
chr1	22466560	44365824	29409280
chr1	22466560	44365824	29411328
chr1	22466560	44365824	29413376
chr1	22466560	44365824	29415424
chr1	22466560	44365824	29417472
chr1	22466560	44365824	29419520
chr1	22466560	44365824	29421568
chr1	22466560	44365824	29423616
chr1	22466560	44365824	29425664
chr1	22466560	44365824	29427712
chr1	22466560	44365824	29429760
chr1	22466560	44365824	29431808
chr1	22466560	44365824	29433856
chr1	22466560	44365824	29435904
chr1	22466560	44365824	29437952
chr1	22466560	44365824	29440000
chr1	22466560	44365824	29442048
chr1	22466560	44365824	29444096
chr1	22466560	44365824	29446144
chr1	22466560	44365824	29448192
chr1	22466560	44365824	29450240
chr1	22466560	44365824	29452288
chr1	22466560	44365824	29454336
chr1	22466560	44365824	29456384
chr1	22466560	44365824	29458432
chr1	22466560	44365824	29460480
chr1	22466560	44365824	29462528
chr1	22466560	44365824	29464576
chr1	22466560	44365824	29466624
chr1	22466560	44365824	29468672
chr1	22466560	44365824	29470720
chr1	22466560	44365824	29472768
chr1	22466560	44365824	29474816
chr1	22466560	44365824	29476864
chr1	22466560	44365824	29478912
chr1	22466560	44365824	29480960
chr1	22466560	44365824	29483008
chr1	22466560	44365824	29485056
chr1	22466560	44365824	29487104
chr1	22466560	44365824	29489152
chr1	22466560	44365824	29491200
chr1	22466560	44365824	29493248
chr1	22466560	44365824	29495296
chr1	22466560	44365824	29497344
chr1	22466560	44365824	29499392
chr1	22466560	44365824	29501440
chr1	22466560	44365824	29503488
chr1	22466560	44365824	29505536
chr1	22466560	44365824	29507584
chr1	22466560	44365824	29509632
chr1	22466560	44365824	29511680
chr1	22466560	44365824	29513728
chr1	22466560	44365824	29515776
chr1	22466560	44365824	29517824
chr1	22466560	44365824	29519872
chr1	22466560	44365824	29521920
chr1	22466560	44365824	29523968
chr1	22466560	44365824	29526016
chr1	22466560	44365824	29528064
chr1	22466560	44365824	29530112
chr1	22466560	44365824	29532160
chr1	22466560	44365824	29534208
chr1	22466560	44365824	29536256
chr1	22466560	44365824	29538304
chr1	22466560	44365824	29540352
chr1	22466560	44365824	29542400
chr1	22466560	44365824	29544448
chr1	22466560	44365824	29546496
chr1	22466560	44365824	29548544
chr1	22466560	44365824	29550592
chr1	22466560	44365824	29552640
chr1	22466560	44365824	29554688
chr1	22466560	44365824	29556736
chr1	22466560	44365824	29558784
chr1	22466560	44365824	29560832
chr1	22466560	44365824	29562880
chr1	22466560	44365824	29564928
chr1	22466560	44365824	29566976
chr1	22466560	44365824	29569024
chr1	22466560	44365824	29571072
chr1	22466560	44365824	29573120
chr1	22466560	44365824	29575168
chr1	22466560	44365824	29577216
chr1	22466560	44365824	29579264
chr1	22466560	44365824	29581312
chr1	22466560	44365824	29583360
chr1	22466560	44365824	29585408
chr1	22466560	44365824	29587456
chr1	22466560	44365824	29589504
chr1	22466560	44365824	29591552
chr1	22466560	44365824	29593600
chr1	22466560	44365824	29595648
chr1	22466560	44365824	29597696
chr1	22466560	44365824	29599744
chr1	22466560	44365824	29601792
chr1	22466560	44365824	29603840
chr1	22466560	44365824	29605888
chr1	22466560	44365824	29607936
chr1	22466560	44365824	29609984
chr1	22466560	44365824	29612032
chr1	22466560	44365824	29614080
chr1	22466560	44365824	29616128
chr1	22466560	44365824	29618176
chr1	22466560	44365824	29620224
chr1	22466560	44365824	29622272
chr1	22466560	44365824	29624320
chr1	22466560	44365824	29626368
chr1	22466560	44365824	29628416
chr1	22466560	44365824	29630464
chr1	22466560	44365824	29632512
chr1	22466560	44365824	29634560
chr1	22466560	44365824	29636608
chr1	22466560	44365824	29638656
chr1	22466560	44365824	29640704
chr1	22466560	44365824	29642752
chr1	22466560	44365824	29644800
chr1	22466560	44365824	29646848
chr1	22466560	44365824	29648896
chr1	22466560	44365824	29650944
chr1	22466560	44365824	29652992
chr1	22466560	44365824	29655040
chr1	22466560	44365824	29657088
chr1	22466560	44365824	29659136
chr1	22466560	44365824	29661184
chr1	22466560	44365824	29663232
chr1	22466560	44365824	29665280
chr1	22466560	44365824	29667328
chr1	22466560	44365824	29669376
chr1	22466560	44365824	29671424
chr1	22466560	44365824	29673472
chr1	22466560	44365824	29675520
chr1	22466560	44365824	29677568
chr1	22466560	44365824	29679616
chr1	22466560	44365824	29681664
chr1	22466560	44365824	29683712
chr1	22466560	44365824	29685760
chr1	22466560	44365824	29687808
chr1	22466560	44365824	29689856
chr1	22466560	44365824	29691904
chr1	22466560	44365824	29693952
chr1	22466560	44365824	29696000
chr1	22466560	44365824	29698048
chr1	22466560	44365824	29700096
chr1	22466560	44365824	29702144
chr1	22466560	44365824	29704192
chr1	22466560	44365824	29706240
chr1	22466560	44365824	29708288
chr1	22466560	44365824	29710336
chr1	22466560	44365824	29712384
chr1	22466560	44365824	29714432
chr1	22466560	44365824	29716480
chr1	22466560	44365824	29718528
chr1	22466560	44365824	29720576
chr1	22466560	44365824	29722624
chr1	22466560	44365824	29724672
chr1	22466560	44365824	29726720
chr1	22466560	44365824	29728768
chr1	22466560	44365824	29730816
chr1	22466560	44365824	29732864
chr1	22466560	44365824	29734912
chr1	22466560	44365824	29736960
chr1	22466560	44365824	29739008
chr1	22466560	44365824	29741056
chr1	22466560	44365824	29743104
chr1	22466560	44365824	29745152
chr1	22466560	44365824	29747200
chr1	22466560	44365824	29749248
chr1	22466560	44365824	29751296
chr1	22466560	44365824	29753344
chr1	22466560	44365824	29755392
chr1	22466560	44365824	29757440
chr1	22466560	44365824	29759488
chr1	22466560	44365824	29761536
chr1	22466560	44365824	29763584
chr1	22466560	44365824	29765632
chr1	22466560	44365824	29767680
chr1	22466560	44365824	29769728
chr1	22466560	44365824	29771776
chr1	22466560	44365824	29773824
chr1	22466560	44365824	29775872
chr1	22466560	44365824	29777920
chr1	22466560	44365824	29779968
chr1	22466560	44365824	29782016
