chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id
chr18	76146566	76146585	76140000-76150000	802.0	-	0.0480964527184028	2.111212657236631	624
chr18	75920906	75920925	75920000-75930000	809.0	-	0.0480964527184028	2.111212657236631	625
chr18	76147109	76147128	76140000-76150000	828.0	-	0.0480964527184028	2.111212657236631	626
chr18	76389293	76389312	76380000-76390000	800.0	+	0.0480964527184028	2.599207668339954	627
chr18	76388671	76388690	76380000-76390000	822.0	+	0.0480964527184028	2.599207668339954	628
chr18	76383907	76383926	76380000-76390000	824.0	+	0.0480964527184028	2.599207668339954	629
chr18	76148048	76148067	76140000-76150000	810.0	+	0.0480964527184028	2.111212657236631	630
chr18	75921975	75921994	75920000-75930000	859.0	-	0.0480964527184028	2.111212657236631	631
chr18	76380265	76380284	76380000-76390000	874.0	+	0.0480964527184028	2.599207668339954	632
chr18	76381942	76381961	76380000-76390000	808.0	+	0.0480964527184028	2.599207668339954	633
chr18	76380521	76380540	76380000-76390000	812.0	+	0.0480964527184028	2.599207668339954	634
chr18	76551729	76551748	76550000-76560000	912.0	-	0.0480964527184028	2.599207668339954	635
chr18	75926755	75926774	75920000-75930000	805.0	-	0.0480964527184028	2.111212657236631	636
chr18	76557159	76557178	76550000-76560000	802.0	-	0.0480964527184028	2.599207668339954	637
chr18	75922365	75922384	75920000-75930000	809.0	-	0.0480964527184028	2.111212657236631	638
chr4	114906188	114906207	114900000-114910000	838.0	-	0.048078430794312	2.599207668339954	639
chr4	114406739	114406758	114400000-114410000	831.0	+	0.048078430794312	2.599207668339954	640
chr4	114901429	114901448	114900000-114910000	889.0	-	0.048078430794312	2.599207668339954	641
chr4	114905601	114905620	114900000-114910000	801.0	-	0.048078430794312	2.599207668339954	642
chr4	114908988	114909007	114900000-114910000	926.0	-	0.048078430794312	2.599207668339954	643
chr4	114405812	114405831	114400000-114410000	850.0	-	0.048078430794312	2.599207668339954	644
chr1	183238131	183238150	183230000-183240000	862.0	-	0.0480777958376017	2.599207668339954	645
chr1	183235769	183235788	183230000-183240000	819.0	-	0.0480777958376017	2.599207668339954	646
chr1	182157318	182157337	182150000-182160000	845.0	+	0.0480777958376017	2.599207668339954	647
chr1	100550382	100550401	100550000-100560000	804.0	+	0.0480767910068462	3.2	648
chr8	121222825	121222844	121220000-121230000	840.0	+	0.0480668857226349	2.111212657236631	649
chr8	121119845	121119864	121110000-121120000	849.0	+	0.0480668857226349	2.111212657236631	650
chr8	124362202	124362221	124360000-124370000	836.0	-	0.0480668857226349	2.111212657236631	651
chr8	121220531	121220550	121220000-121230000	824.0	-	0.0480668857226349	2.111212657236631	652
chr8	123643503	123643522	123640000-123650000	800.0	-	0.0480668857226349	2.111212657236631	653
chr8	121117790	121117809	121110000-121120000	809.0	-	0.0480668857226349	2.111212657236631	654
chr8	121227859	121227878	121220000-121230000	817.0	-	0.0480668857226349	2.111212657236631	655
chr8	123643129	123643148	123640000-123650000	807.0	-	0.0480668857226349	2.111212657236631	656
chr8	121224367	121224386	121220000-121230000	823.0	-	0.0480668857226349	2.111212657236631	657
chr8	121225055	121225074	121220000-121230000	801.0	-	0.0480668857226349	2.111212657236631	658
chr8	121226090	121226109	121220000-121230000	840.0	+	0.0480668857226349	2.111212657236631	659
chr8	121113507	121113526	121110000-121120000	912.0	+	0.0480668857226349	2.111212657236631	660
chr8	121228622	121228641	121220000-121230000	811.0	+	0.0480668857226349	2.111212657236631	661
chr8	121229087	121229106	121220000-121230000	871.0	-	0.0480668857226349	2.111212657236631	662
chr8	121113416	121113435	121110000-121120000	896.0	+	0.0480668857226349	2.111212657236631	663
chr8	123643955	123643974	123640000-123650000	920.0	+	0.0480668857226349	2.111212657236631	664
chr8	124366009	124366028	124360000-124370000	814.0	-	0.0480668857226349	2.111212657236631	665
chr8	124362812	124362831	124360000-124370000	800.0	-	0.0480668857226349	2.111212657236631	666
chr8	121116110	121116129	121110000-121120000	850.0	+	0.0480668857226349	2.111212657236631	667
chr8	121113656	121113675	121110000-121120000	805.0	-	0.0480668857226349	2.111212657236631	668
chr8	124369555	124369574	124360000-124370000	834.0	-	0.0480668857226349	2.111212657236631	669
chr8	124368399	124368418	124360000-124370000	916.0	-	0.0480668857226349	2.111212657236631	670
chr8	121113755	121113774	121110000-121120000	818.0	-	0.0480668857226349	2.111212657236631	671
chr8	124362475	124362494	124360000-124370000	852.0	+	0.0480668857226349	2.111212657236631	672
chr8	121117530	121117549	121110000-121120000	810.0	-	0.0480668857226349	2.111212657236631	673
chr11	36044552	36044571	36040000-36050000	800.0	+	0.0480577776546557	2.111212657236631	674
chr11	36047205	36047224	36040000-36050000	844.0	-	0.0480577776546557	2.111212657236631	675
chr11	36049727	36049746	36040000-36050000	824.0	+	0.0480577776546557	2.111212657236631	676
chr11	29268043	29268062	29260000-29270000	886.0	+	0.0480577776546557	2.111212657236631	677
chr11	29880952	29880971	29880000-29890000	808.0	+	0.0480577776546557	2.111212657236631	678
chr11	36044966	36044985	36040000-36050000	829.0	+	0.0480577776546557	2.111212657236631	679
chr11	29885355	29885374	29880000-29890000	932.0	-	0.0480577776546557	2.111212657236631	680
chr11	37186317	37186336	37180000-37190000	876.0	-	0.0480577776546557	2.111212657236631	681
chr11	36045603	36045622	36040000-36050000	801.0	+	0.0480577776546557	2.111212657236631	682
chr13	21925436	21925455	21920000-21930000	816.0	+	0.0480536061043626	2.111212657236631	683
chr13	23306884	23306903	23300000-23310000	819.0	+	0.0480536061043626	2.111212657236631	684
chr13	35947528	35947547	35940000-35950000	946.0	-	0.0480536061043626	2.111212657236631	685
chr13	23308027	23308046	23300000-23310000	807.0	-	0.0480536061043626	2.111212657236631	686
chr13	21133845	21133864	21130000-21140000	830.0	-	0.0480536061043626	3.2	687
chr13	29838842	29838861	29830000-29840000	914.0	-	0.0480536061043626	2.111212657236631	688
chr13	21923222	21923241	21920000-21930000	850.0	+	0.0480536061043626	2.111212657236631	689
chr13	21136563	21136582	21130000-21140000	870.0	+	0.0480536061043626	3.2	690
chr13	29835371	29835390	29830000-29840000	840.0	-	0.0480536061043626	2.111212657236631	691
chr13	24292574	24292593	24290000-24300000	854.0	-	0.0480536061043626	2.111212657236631	692
chr13	24027661	24027680	24020000-24030000	904.0	+	0.0480536061043626	2.111212657236631	693
chr13	35940191	35940210	35940000-35950000	805.0	+	0.0480536061043626	2.111212657236631	694
chr13	29014149	29014168	29010000-29020000	848.0	-	0.0480536061043626	2.111212657236631	695
chr13	35780888	35780907	35780000-35790000	802.0	-	0.0480536061043626	2.111212657236631	696
chr13	24297426	24297445	24290000-24300000	936.0	-	0.0480536061043626	2.111212657236631	697
chr13	35784262	35784281	35780000-35790000	841.0	+	0.0480536061043626	2.111212657236631	698
chr13	29831336	29831355	29830000-29840000	815.0	+	0.0480536061043626	2.111212657236631	699
chr17	75531002	75531021	75530000-75540000	800.0	-	0.0480508156057108	2.111212657236631	700
chr17	75380303	75380322	75380000-75390000	810.0	+	0.0480508156057108	2.111212657236631	701
chr17	75536860	75536879	75530000-75540000	840.0	-	0.0480508156057108	2.111212657236631	702
chr3	119624945	119624964	119620000-119630000	802.0	-	0.0480468003138791	2.111212657236631	703
chr3	118421196	118421215	118420000-118430000	807.0	-	0.0480468003138791	2.111212657236631	704
chr3	119625532	119625551	119620000-119630000	817.0	+	0.0480468003138791	2.111212657236631	705
chr3	118425908	118425927	118420000-118430000	889.0	+	0.0480468003138791	2.111212657236631	706
chr3	118428703	118428722	118420000-118430000	917.0	+	0.0480468003138791	2.111212657236631	707
chr3	119629102	119629121	119620000-119630000	800.0	-	0.0480468003138791	2.111212657236631	708
chr9	60245108	60245127	60240000-60250000	927.0	+	0.0480142410272495	2.111212657236631	709
chr9	60240658	60240677	60240000-60250000	820.0	+	0.0480142410272495	2.111212657236631	710
chr9	60243693	60243712	60240000-60250000	898.0	+	0.0480142410272495	2.111212657236631	711
chr9	60674313	60674332	60670000-60680000	875.0	+	0.0480142410272495	2.111212657236631	712
chr9	60674191	60674210	60670000-60680000	832.0	-	0.0480142410272495	2.111212657236631	713
chr9	60679290	60679309	60670000-60680000	810.0	-	0.0480142410272495	2.111212657236631	714
chr14	61330207	61330226	61330000-61340000	817.0	+	0.0480064220414496	3.2	715
chr14	61337816	61337835	61330000-61340000	824.0	+	0.0480064220414496	3.2	716
chr14	62464493	62464512	62460000-62470000	843.0	+	0.0480064220414496	3.2	717
chr14	61331101	61331120	61330000-61340000	813.0	-	0.0480064220414496	3.2	718
chr14	61336627	61336646	61330000-61340000	806.0	-	0.0480064220414496	3.2	719
chr14	61330046	61330065	61330000-61340000	804.0	-	0.0480064220414496	3.2	720
chr14	61331476	61331495	61330000-61340000	951.0	+	0.0480064220414496	3.2	721
chr14	79621502	79621521	79620000-79630000	862.0	+	0.0479925161965516	2.111212657236631	722
chr14	79738582	79738601	79730000-79740000	805.0	-	0.0479925161965516	2.111212657236631	723
chr14	79737867	79737886	79730000-79740000	943.0	-	0.0479925161965516	2.111212657236631	724
chr2	85725946	85725965	85720000-85730000	929.0	+	0.0479419721291782	2.111212657236631	725
chr11	33170702	33170721	33170000-33180000	875.0	+	0.0479188377308542	2.111212657236631	726
chr11	33293308	33293327	33290000-33300000	802.0	+	0.0479188377308542	2.111212657236631	727
chr11	33176741	33176760	33170000-33180000	869.0	+	0.0479188377308542	2.111212657236631	728
chr11	33295621	33295640	33290000-33300000	925.0	-	0.0479188377308542	2.111212657236631	729
chr11	115277165	115277184	115270000-115280000	808.0	+	0.0478965366674467	2.111212657236631	730
chr11	115275189	115275208	115270000-115280000	800.0	+	0.0478965366674467	2.111212657236631	731
chr11	115192149	115192168	115190000-115200000	802.0	-	0.0478965366674467	2.111212657236631	732
chr11	115192475	115192494	115190000-115200000	818.0	+	0.0478965366674467	2.111212657236631	733
chr11	115198055	115198074	115190000-115200000	812.0	-	0.0478965366674467	2.111212657236631	734
chr11	115270676	115270695	115270000-115280000	921.0	-	0.0478965366674467	2.111212657236631	735
chr17	42782330	42782349	42780000-42790000	873.0	-	0.0478908872247825	2.599207668339954	736
chr15	31305432	31305451	31300000-31310000	870.0	+	0.0478693547473352	3.6758347359905126	737
chr15	31306627	31306646	31300000-31310000	812.0	-	0.0478693547473352	3.6758347359905126	738
chr15	31309696	31309715	31300000-31310000	942.0	+	0.0478693547473352	3.6758347359905126	739
chr15	31305312	31305331	31300000-31310000	808.0	+	0.0478693547473352	3.6758347359905126	740
chr15	32751460	32751479	32750000-32760000	814.0	+	0.0478693547473352	3.6758347359905126	741
chr1	9090244	9090263	9090000-9100000	809.0	+	0.0478521106399685	2.111212657236631	742
chr1	175053506	175053525	175050000-175060000	846.0	+	0.0478430010576066	2.111212657236631	743
chr1	175054384	175054403	175050000-175060000	833.0	-	0.0478430010576066	2.111212657236631	744
chr16	22267506	22267525	22260000-22270000	883.0	+	0.047824366372422	2.111212657236631	745
chr16	22265346	22265365	22260000-22270000	800.0	+	0.047824366372422	2.111212657236631	746
chr16	23100253	23100272	23100000-23110000	806.0	+	0.047824366372422	2.111212657236631	747
chr12	71768612	71768631	71760000-71770000	921.0	+	0.0478048650257566	2.111212657236631	748
chr12	71763370	71763389	71760000-71770000	877.0	-	0.0478048650257566	2.111212657236631	749
chr17	17394536	17394555	17390000-17400000	957.0	+	0.0477761517432181	2.111212657236631	750
chr17	17390803	17390822	17390000-17400000	817.0	+	0.0477761517432181	2.111212657236631	751
chr17	17393175	17393194	17390000-17400000	921.0	+	0.0477761517432181	2.111212657236631	752
chr17	17393489	17393508	17390000-17400000	809.0	+	0.0477761517432181	2.111212657236631	753
chr3	111069320	111069339	111060000-111070000	852.0	-	0.0477296738668799	2.111212657236631	754
chr3	110392145	110392164	110390000-110400000	832.0	+	0.0477296738668799	2.111212657236631	755
chr3	110394556	110394575	110390000-110400000	819.0	-	0.0477296738668799	2.111212657236631	756
chr14	57619661	57619680	57610000-57620000	900.0	-	0.0476955072718801	3.2	757
chr14	56926213	56926232	56920000-56930000	834.0	-	0.0476955072718801	3.2	758
chr14	57611260	57611279	57610000-57620000	806.0	-	0.0476955072718801	3.2	759
chr9	65603909	65603928	65600000-65610000	930.0	+	0.0476899596661596	2.111212657236631	760
chr9	57433640	57433659	57430000-57440000	816.0	+	0.0476899596661596	5.198415336679908	761
chr9	57433936	57433955	57430000-57440000	900.0	-	0.0476899596661596	5.198415336679908	762
chr9	65605624	65605643	65600000-65610000	943.0	+	0.0476899596661596	2.111212657236631	763
chr9	57433320	57433339	57430000-57440000	845.0	-	0.0476899596661596	5.198415336679908	764
chr1	181890424	181890443	181890000-181900000	824.0	-	0.0476386776249634	2.599207668339954	765
chr1	181895332	181895351	181890000-181900000	819.0	-	0.0476386776249634	2.599207668339954	766
chr1	182527703	182527722	182520000-182530000	856.0	+	0.0476386776249634	2.599207668339954	767
chr17	66344527	66344546	66340000-66350000	840.0	-	0.047629541970856	2.111212657236631	768
chr17	66346156	66346175	66340000-66350000	800.0	-	0.047629541970856	2.111212657236631	769
chr17	66498071	66498090	66490000-66500000	804.0	+	0.047629541970856	2.111212657236631	770
chr17	66490148	66490167	66490000-66500000	897.0	-	0.047629541970856	2.111212657236631	771
chr17	66343228	66343247	66340000-66350000	821.0	-	0.047629541970856	2.111212657236631	772
chr17	66493230	66493249	66490000-66500000	817.0	-	0.047629541970856	2.111212657236631	773
chr17	66342611	66342630	66340000-66350000	818.0	+	0.047629541970856	2.111212657236631	774
chr17	66498196	66498215	66490000-66500000	810.0	-	0.047629541970856	2.111212657236631	775
chr17	66490342	66490361	66490000-66500000	810.0	+	0.047629541970856	2.111212657236631	776
chr17	66340504	66340523	66340000-66350000	804.0	+	0.047629541970856	2.111212657236631	777
chr5	102419270	102419289	102410000-102420000	888.0	+	0.0476210645054998	2.111212657236631	778
chr5	102684541	102684560	102680000-102690000	824.0	+	0.0476210645054998	2.111212657236631	779
chr5	102416710	102416729	102410000-102420000	802.0	+	0.0476210645054998	2.111212657236631	780
chr5	102416274	102416293	102410000-102420000	802.0	-	0.0476210645054998	2.111212657236631	781
chr8	27253858	27253877	27250000-27260000	881.0	+	0.0476133728212013	2.111212657236631	782
chr8	25536065	25536084	25530000-25540000	825.0	+	0.0476133728212013	2.111212657236631	783
chr8	25537078	25537097	25530000-25540000	801.0	+	0.0476133728212013	2.111212657236631	784
chr5	129164138	129164157	129160000-129170000	852.0	+	0.0476035555387566	3.2	785
chr5	129163831	129163850	129160000-129170000	803.0	+	0.0476035555387566	3.2	786
chr16	74857958	74857977	74850000-74860000	880.0	+	0.0475895065623275	2.111212657236631	787
chr12	53996698	53996717	53990000-54000000	808.0	+	0.0475550051429279	2.599207668339954	788
chr12	52920540	52920559	52920000-52930000	841.0	+	0.0475550051429279	2.599207668339954	789
chr12	54095987	54096006	54090000-54100000	809.0	+	0.0475550051429279	2.599207668339954	790
chr12	54491455	54491474	54490000-54500000	832.0	-	0.0475550051429279	2.599207668339954	791
chr12	54092763	54092782	54090000-54100000	806.0	-	0.0475550051429279	2.599207668339954	792
chr12	53996473	53996492	53990000-54000000	812.0	+	0.0475550051429279	2.599207668339954	793
chr12	40843875	40843894	40840000-40850000	814.0	+	0.0475550051429279	2.111212657236631	794
chr12	53999764	53999783	53990000-54000000	813.0	+	0.0475550051429279	2.599207668339954	795
chr12	52922716	52922735	52920000-52930000	815.0	-	0.0475550051429279	2.599207668339954	796
chr12	41349243	41349262	41340000-41350000	815.0	+	0.0475550051429279	2.111212657236631	797
chr12	53992604	53992623	53990000-54000000	939.0	+	0.0475550051429279	2.599207668339954	798
chr12	40843875	40843894	40840000-40850000	814.0	+	0.0475550051429279	2.599207668339954	799
chr12	54099002	54099021	54090000-54100000	907.0	+	0.0475550051429279	2.599207668339954	800
chr12	41340194	41340213	41340000-41350000	824.0	-	0.0475550051429279	2.111212657236631	801
chr12	53995624	53995643	53990000-54000000	832.0	-	0.0475550051429279	2.599207668339954	802
chr5	36225390	36225409	36220000-36230000	863.0	+	0.0475500028254607	2.599207668339954	803
chr5	36025045	36025064	36020000-36030000	857.0	+	0.0475500028254607	2.599207668339954	804
chr5	36229030	36229049	36220000-36230000	815.0	+	0.0475500028254607	2.599207668339954	805
chr5	36028381	36028400	36020000-36030000	895.0	-	0.0475500028254607	2.599207668339954	806
chr5	36022638	36022657	36020000-36030000	839.0	-	0.0475500028254607	2.599207668339954	807
chr5	36224575	36224594	36220000-36230000	853.0	+	0.0475500028254607	2.599207668339954	808
chr5	36223985	36224004	36220000-36230000	896.0	-	0.0475500028254607	2.599207668339954	809
chr5	36020062	36020081	36020000-36030000	801.0	+	0.0475500028254607	2.599207668339954	810
chr10	109737246	109737265	109730000-109740000	809.0	+	0.0475358774123475	2.111212657236631	811
chr10	109735150	109735169	109730000-109740000	803.0	-	0.0475358774123475	2.111212657236631	812
chr10	109504885	109504904	109500000-109510000	896.0	+	0.0475358774123475	2.111212657236631	813
chr10	109500849	109500868	109500000-109510000	805.0	+	0.0475358774123475	2.111212657236631	814
chr17	73307054	73307073	73300000-73310000	808.0	+	0.0475255328032085	2.111212657236631	815
chr17	73804640	73804659	73800000-73810000	832.0	+	0.0475255328032085	2.111212657236631	816
chr17	73300644	73300663	73300000-73310000	804.0	+	0.0475255328032085	2.111212657236631	817
chr17	73302299	73302318	73300000-73310000	921.0	+	0.0475255328032085	2.111212657236631	818
chr17	73303410	73303429	73300000-73310000	979.0	+	0.0475255328032085	2.111212657236631	819
chr2	36009557	36009576	36000000-36010000	923.0	+	0.0475161103776171	2.111212657236631	820
chr2	36008256	36008275	36000000-36010000	931.0	-	0.0475161103776171	2.111212657236631	821
chr2	36009684	36009703	36000000-36010000	808.0	-	0.0475161103776171	2.111212657236631	822
chr2	36006086	36006105	36000000-36010000	835.0	-	0.0475161103776171	2.111212657236631	823
chr2	36276745	36276764	36270000-36280000	909.0	-	0.0475161103776171	2.111212657236631	824
chr2	36005016	36005035	36000000-36010000	813.0	+	0.0475161103776171	2.111212657236631	825
chr2	36001946	36001965	36000000-36010000	811.0	+	0.0475161103776171	2.111212657236631	826
chr2	36002290	36002309	36000000-36010000	800.0	+	0.0475161103776171	2.111212657236631	827
chr5	50698306	50698325	50690000-50700000	911.0	-	0.0474560469974735	3.2	828
chr5	50692347	50692366	50690000-50700000	842.0	+	0.0474560469974735	3.2	829
chr5	49369226	49369245	49360000-49370000	897.0	+	0.0474560469974735	3.2	830
chr2	136138632	136138651	136130000-136140000	819.0	+	0.0474496366834844	2.111212657236631	831
chr2	140659997	140660016	140660000-140670000	808.0	-	0.0474496366834844	3.2	832
chr2	136139525	136139544	136130000-136140000	873.0	-	0.0474496366834844	2.111212657236631	833
chr2	135369501	135369520	135360000-135370000	807.0	-	0.0474496366834844	2.111212657236631	834
chr2	140668456	140668475	140660000-140670000	823.0	+	0.0474496366834844	3.2	835
chr2	135362013	135362032	135360000-135370000	938.0	+	0.0474496366834844	2.111212657236631	836
chr2	135362545	135362564	135360000-135370000	844.0	+	0.0474496366834844	2.111212657236631	837
chr2	135366826	135366845	135360000-135370000	807.0	+	0.0474496366834844	2.111212657236631	838
chr13	118357113	118357132	118350000-118360000	864.0	+	0.0474485007096721	2.599207668339954	839
chr13	118357238	118357257	118350000-118360000	837.0	+	0.0474485007096721	2.599207668339954	840
chr13	118350517	118350536	118350000-118360000	925.0	-	0.0474485007096721	2.599207668339954	841
chr17	8423925	8423944	8420000-8430000	820.0	-	0.0474457669196999	2.111212657236631	842
chr17	8264831	8264850	8260000-8270000	873.0	+	0.0474457669196999	2.111212657236631	843
chr17	8268368	8268387	8260000-8270000	807.0	-	0.0474457669196999	2.111212657236631	844
chr17	8260757	8260776	8260000-8270000	821.0	+	0.0474457669196999	2.111212657236631	845
chr17	5439982	5440001	5430000-5440000	810.0	+	0.0474457669196999	2.599207668339954	846
chr17	8426499	8426518	8420000-8430000	808.0	+	0.0474457669196999	2.111212657236631	847
chr17	8265962	8265981	8260000-8270000	837.0	+	0.0474457669196999	2.111212657236631	848
chr17	5822386	5822405	5820000-5830000	864.0	-	0.0474457669196999	2.599207668339954	849
chr17	12049237	12049256	12040000-12050000	801.0	-	0.0474457669196999	2.111212657236631	850
chr17	8421811	8421830	8420000-8430000	829.0	+	0.0474457669196999	2.111212657236631	851
chr11	33131845	33131864	33130000-33140000	832.0	+	0.047440855103473	2.111212657236631	852
chr11	24065516	24065535	24060000-24070000	872.0	+	0.047440855103473	3.2	853
chr11	24065642	24065661	24060000-24070000	845.0	-	0.047440855103473	3.2	854
chr11	24254272	24254291	24250000-24260000	827.0	+	0.047440855103473	3.2	855
chr11	33133085	33133104	33130000-33140000	804.0	+	0.047440855103473	2.111212657236631	856
chr11	32871214	32871233	32870000-32880000	828.0	+	0.047440855103473	2.111212657236631	857
chr11	24065387	24065406	24060000-24070000	854.0	+	0.047440855103473	3.2	858
chr11	24259863	24259882	24250000-24260000	828.0	+	0.047440855103473	3.2	859
chr11	33130006	33130025	33130000-33140000	825.0	-	0.047440855103473	2.111212657236631	860
chr11	24253433	24253452	24250000-24260000	829.0	+	0.047440855103473	3.2	861
chr11	24257917	24257936	24250000-24260000	824.0	+	0.047440855103473	3.2	862
chr11	24257254	24257273	24250000-24260000	822.0	-	0.047440855103473	3.2	863
chr11	24062955	24062974	24060000-24070000	850.0	+	0.047440855103473	3.2	864
chr11	33131924	33131943	33130000-33140000	813.0	+	0.047440855103473	2.111212657236631	865
chr11	24250492	24250511	24250000-24260000	851.0	-	0.047440855103473	3.2	866
chr17	80560969	80560988	80560000-80570000	850.0	-	0.0474353821828966	2.111212657236631	867
chr17	80295351	80295370	80290000-80300000	801.0	+	0.0474353821828966	2.111212657236631	868
chr2	120529714	120529733	120520000-120530000	840.0	+	0.0474267170280236	2.111212657236631	869
chr13	32827259	32827278	32820000-32830000	865.0	+	0.0474265430602211	2.111212657236631	870
chr13	32825655	32825674	32820000-32830000	805.0	+	0.0474265430602211	2.111212657236631	871
chr13	32828103	32828122	32820000-32830000	916.0	+	0.0474265430602211	2.111212657236631	872
chr13	33995393	33995412	33990000-34000000	955.0	-	0.0474265430602211	2.111212657236631	873
chr13	33990500	33990519	33990000-34000000	809.0	-	0.0474265430602211	2.111212657236631	874
chr13	33993480	33993499	33990000-34000000	803.0	+	0.0474265430602211	2.111212657236631	875
chr5	33277252	33277271	33270000-33280000	820.0	-	0.0474251500887735	2.111212657236631	876
chr5	33279167	33279186	33270000-33280000	827.0	+	0.0474251500887735	2.111212657236631	877
chr5	33377605	33377624	33370000-33380000	825.0	+	0.0474251500887735	2.111212657236631	878
chr5	33276489	33276508	33270000-33280000	816.0	+	0.0474251500887735	2.111212657236631	879
chr5	33378347	33378366	33370000-33380000	873.0	-	0.0474251500887735	2.111212657236631	880
chr5	33274202	33274221	33270000-33280000	847.0	-	0.0474251500887735	2.111212657236631	881
chr5	33375100	33375119	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	882
chr5	33371411	33371430	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	883
chr5	33378743	33378762	33370000-33380000	805.0	-	0.0474251500887735	2.111212657236631	884
chr5	33370025	33370044	33370000-33380000	800.0	-	0.0474251500887735	2.111212657236631	885
chr5	33279544	33279563	33270000-33280000	823.0	+	0.0474251500887735	2.111212657236631	886
chr5	32712861	32712880	32710000-32720000	829.0	+	0.0474251500887735	2.111212657236631	887
chr5	32717729	32717748	32710000-32720000	804.0	-	0.0474251500887735	2.111212657236631	888
chr5	33378498	33378517	33370000-33380000	859.0	-	0.0474251500887735	2.111212657236631	889
chr5	33370779	33370798	33370000-33380000	802.0	-	0.0474251500887735	2.111212657236631	890
chr5	33372779	33372798	33370000-33380000	828.0	-	0.0474251500887735	2.111212657236631	891
chr5	33270763	33270782	33270000-33280000	930.0	+	0.0474251500887735	2.111212657236631	892
chr5	33275740	33275759	33270000-33280000	835.0	-	0.0474251500887735	2.111212657236631	893
chr5	33371327	33371346	33370000-33380000	898.0	-	0.0474251500887735	2.111212657236631	894
chr5	33271191	33271210	33270000-33280000	825.0	-	0.0474251500887735	2.111212657236631	895
chr5	33275306	33275325	33270000-33280000	841.0	+	0.0474251500887735	2.111212657236631	896
chr5	33272759	33272778	33270000-33280000	812.0	+	0.0474251500887735	2.111212657236631	897
chr16	49278659	49278678	49270000-49280000	915.0	+	0.0474132316992465	2.111212657236631	898
chr16	50743234	50743253	50740000-50750000	817.0	-	0.0474132316992465	2.111212657236631	899
chr16	50747892	50747911	50740000-50750000	857.0	-	0.0474132316992465	2.111212657236631	900
chr17	45732421	45732440	45730000-45740000	827.0	-	0.047407950983041	2.111212657236631	901
chr17	45734895	45734914	45730000-45740000	834.0	+	0.047407950983041	2.111212657236631	902
chr17	45731879	45731898	45730000-45740000	840.0	+	0.047407950983041	2.111212657236631	903
chr17	45848775	45848794	45840000-45850000	897.0	+	0.047407950983041	2.111212657236631	904
chr17	45730351	45730370	45730000-45740000	814.0	-	0.047407950983041	2.111212657236631	905
chr17	45730597	45730616	45730000-45740000	866.0	+	0.047407950983041	2.111212657236631	906
chr17	45848434	45848453	45840000-45850000	811.0	+	0.047407950983041	2.111212657236631	907
chr17	45840565	45840584	45840000-45850000	817.0	-	0.047407950983041	2.111212657236631	908
chr17	45731348	45731367	45730000-45740000	913.0	+	0.047407950983041	2.111212657236631	909
chr17	45738937	45738956	45730000-45740000	827.0	+	0.047407950983041	2.111212657236631	910
chr17	45735629	45735648	45730000-45740000	977.0	+	0.047407950983041	2.111212657236631	911
chr1	162362128	162362147	162360000-162370000	832.0	+	0.0473907248642137	2.599207668339954	912
chr1	162529866	162529885	162520000-162530000	889.0	-	0.0473907248642137	2.599207668339954	913
chr1	162361008	162361027	162360000-162370000	811.0	-	0.0473907248642137	2.599207668339954	914
chr9	52402114	52402133	52400000-52410000	843.0	+	0.047387129009599	2.111212657236631	915
chr3	76043522	76043541	76040000-76050000	822.0	-	0.0473763321948538	2.599207668339954	916
chr10	84641761	84641780	84640000-84650000	885.0	+	0.0473717914917173	4.222425314473262	917
chr5	118433770	118433789	118430000-118440000	842.0	+	0.0473644134116843	2.111212657236631	918
chr5	118564198	118564217	118560000-118570000	809.0	+	0.0473644134116843	2.111212657236631	919
chr5	118439185	118439204	118430000-118440000	828.0	-	0.0473644134116843	2.111212657236631	920
chr15	38715947	38715966	38710000-38720000	823.0	-	0.0473496217983493	2.111212657236631	921
chr15	38996106	38996125	38990000-39000000	823.0	+	0.0473496217983493	2.111212657236631	922
chr18	30311865	30311884	30310000-30320000	925.0	+	0.0473421385258087	3.2	923
chr18	30312572	30312591	30310000-30320000	854.0	-	0.0473421385258087	3.2	924
chr10	114725796	114725815	114720000-114730000	906.0	-	0.0473376953487531	2.599207668339954	925
chr10	114462173	114462192	114460000-114470000	815.0	+	0.0473376953487531	2.599207668339954	926
chr2	30430881	30430900	30430000-30440000	816.0	+	0.0473286836862005	3.2	927
chr2	30936036	30936055	30930000-30940000	837.0	+	0.0473286836862005	3.2	928
chr2	30934261	30934280	30930000-30940000	918.0	-	0.0473286836862005	3.2	929
chr2	30932396	30932415	30930000-30940000	800.0	+	0.0473286836862005	3.2	930
chr2	30436996	30437015	30430000-30440000	908.0	-	0.0473286836862005	3.2	931
chr2	30929984	30930003	30930000-30940000	832.0	+	0.0473286836862005	3.2	932
chr2	30436779	30436798	30430000-30440000	832.0	+	0.0473286836862005	3.2	933
chr2	30435631	30435650	30430000-30440000	814.0	+	0.0473286836862005	3.2	934
chr2	30432264	30432283	30430000-30440000	821.0	-	0.0473286836862005	3.2	935
chr2	30439322	30439341	30430000-30440000	827.0	+	0.0473286836862005	3.2	936
chr2	30439665	30439684	30430000-30440000	821.0	-	0.0473286836862005	3.2	937
