SCD_h1_m0_t0	SCD_h1_m0_t1	SCD_h1_m0_t2	SCD_h1_m0_t3	SCD_h1_m0_t4	SCD_h1_m0_t5	chrom	end	rel_disruption_end	rel_disruption_start	start	type	window_end	window_start	miss_per	ins16_min	cont_sum	raw_count
1.426	1.666	1.429	1.328	1.425	1.169	chr15	45190000	618496	616448	45180000	down16	45841504	44530784	16.77439212065251	-0.243473470211029	86914.10975858933	1504911
1.351	1.21	1.619	1.579	1.457	1.234	chr16	20500000	620544	618496	20490000	down15	21151504	19840784	7.270233196159122	-0.1640223413705825	104925.8725560392	2358251
16.23	18.22	18.86	18.62	18.5	15.88	chr18	61960000	638976	636928	61950000	down6	62611504	61300784	5.004008830827339	-0.2306175380945205	128998.79265341198	2488053
14.94	15.84	27.62	27.95	22.81	20.75	chr18	62990000	643072	641024	62980000	down4	63641504	62330784	6.140540869175321	-0.5288424491882324	109074.96304121804	2102772
16.94	15.91	34.7	38.6	27.02	24.75	chr18	63670000	643072	641024	63660000	down4	64321504	63010784	7.645277369295016	-0.5909643769264221	148058.21605540856	2011454
0.5557	0.4055	0.518	0.4844	0.412	0.3604	chr18	65280000	624640	622592	65270000	down13	65931504	64620784	2.3255018638213465	-0.3340900540351867	112118.30287140292	2655649
9.96	9.99	11.04	11.04	10.82	9.35	chr18	67340000	645120	643072	67330000	down3	67991504	66680784	5.762456824322014	-0.0933261066675186	107020.20689434836	2335240
5.758	6.95	4.47	4.094	5.074	4.277	chr18	68810000	659456	657408	68800000	tad5	69461504	68150784	6.140540869175321	-0.0777973234653472	98444.2213731832	2046257
3.967	4.65	5.082	4.637	4.867	4.055	chr18	69170000	651264	649216	69160000	tad1	69821504	68510784	3.4779932286857496	-0.2115506529808044	89191.66094153083	2266314
4.625	5.406	4.47	4.184	4.473	3.729	chr18	69870000	675840	673792	69860000	up8	70521504	69210784	9.137854382545056	-0.2448501139879226	113794.4852370567	1903123
3.01	3.709	2.807	2.654	2.957	2.47	chr18	71640000	628736	626688	71630000	down11	72291504	70980784	8.765850081126576	-0.066772736608982	87417.26310525567	1678503
2.518	2.756	4.426	4.273	3.783	3.322	chr18	74760000	677888	675840	74750000	up9	75411504	74100784	7.645277369295016	-0.2053382992744445	129611.76361806114	2170002
18.34	18.6	29.17	30.62	25.62	23.03	chr18	75020000	626688	624640	75010000	down12	75671504	74360784	4.242520965615252	-0.5371299982070923	132515.04692685782	2480477
0.7754	0.843	0.859	0.811	0.8223	0.7183	chr1	175020000	618496	616448	175010000	down16	175671504	174360784	12.086529948436176	-0.2521697878837585	83957.59417520933	1612661
11.47	12.95	14.76	15.02	13.57	11.74	chr18	77050000	643072	641024	77040000	down4	77701504	76390784	6.517864946099275	-0.2623412013053894	122708.5312372735	2443463
8.07	9.33	6.758	6.293	7.375	6.168	chr18	79130000	632832	630784	79120000	down9	79781504	78470784	9.509098716034185	-0.4204847812652588	85129.4932160002	1917919
6.773	6.305	5.363	5.1	5.242	4.297	chr18	80220000	626688	624640	80210000	down12	80871504	79560784	11.353920864539518	-0.2434746325016021	121986.66110374055	1934478
14.305	15.05	18.14	18.86	16.84	15.12	chr18	80980000	661504	659456	80970000	up1	81631504	80320784	6.140540869175321	-0.3355594277381897	95215.87924716284	2147885
17.69	18.25	28.81	29.77	23.67	22.06	chr18	81960000	673792	671744	81950000	up7	82611504	81300784	15.703977292158273	-0.4738340377807617	106495.14043795849	1877796
9.88	10.31	13.39	13.0	11.97	10.4	chr18	82730000	647168	645120	82720000	down2	83381504	82070784	11.720605390452524	-0.1499415934085846	114111.32203441134	1786559
5.746	7.51	7.305	6.92	7.03	5.74	chr18	83410000	673792	671744	83400000	up7	84061504	82750784	9.879583081593957	-0.1344725787639618	110425.09731287384	1968827
6.453	7.04	3.027	2.842	4.184	3.56	chr18	84180000	653312	651264	84170000	tad2	84831504	83520784	3.860637081115177	-0.3042736649513244	112079.35418880369	1929293
13.64	13.734	20.83	21.88	17.8	16.05	chr18	84590000	641024	638976	84580000	down5	85241504	83930784	9.509098716034185	-0.386858582496643	125077.88088404202	1733577
3.57	3.963	3.557	3.475	3.434	2.902	chr18	85040000	626688	624640	85030000	down12	85691504	84380784	14.98656756684868	-0.2965395450592041	105842.0019995404	1603608
1.015	1.051	0.7847	0.7373	0.8247	0.696	chr18	85940000	622592	620544	85930000	down14	86591504	85280784	21.33381971280812	-0.1188008487224578	73542.47629666308	1443224
4.56	5.56	3.055	3.031	3.814	3.129	chr18	88270000	667648	665600	88260000	up4	88921504	87610784	30.393017414665103	-0.0536764338612556	62840.67472232342	1309474
15.05	14.97	18.31	18.36	17.23	14.89	chr19	3580000	667648	665600	3570000	up4	4231504	2920784	25.42852691616414	-0.2006071358919143	76618.93863146738	2361478
17.72	17.64	22.2	22.22	20.97	18.06	chr19	4440000	663552	661504	4430000	up2	5091504	3780784	1.5533744475983111	-0.1420633196830749	98645.92859261528	3553652
18.81	17.64	23.4	23.11	21.72	18.66	chr19	4760000	643072	641024	4750000	down4	5411504	4100784	0.3894835637936079	-0.0587722212076187	97710.2632529218	3589513
11.95	10.76	14.08	14.03	13.336	11.48	chr19	5030000	647168	645120	5020000	down2	5681504	4370784	0.7782071596578624	0.052029475569725	100034.8627547506	3559199
11.34	7.414	8.26	7.688	8.625	7.09	chr19	5420000	628736	626688	5410000	down11	6071504	4760784	1.5533744475983111	-0.0638953447341919	94531.68284178805	3722709
11.8	11.44	12.92	12.49	12.445	10.87	chr19	6400000	677888	675840	6390000	up9	7051504	5740784	23.053247152970144	-0.206071451306343	92345.09068780237	3397200
1.324	1.072	1.906	1.968	1.543	1.358	chr19	7500000	622592	620544	7490000	down14	8151504	6840784	24.4151096823714	-0.2885084152221679	109781.08758239626	2393913
18.16	14.31	19.2	19.53	17.03	14.53	chr19	8720000	663552	661504	8710000	up2	9371504	8060784	30.393017414665103	-0.1913732141256332	118524.72424568364	1934102
10.89	8.266	13.9	14.94	11.484	9.95	chr19	9880000	679936	677888	9870000	up10	10531504	9220784	53.451964327105394	-0.5255682468414307	71090.90935707027	1865815
18.31	17.73	19.61	19.55	19.25	16.73	chr19	10230000	628736	626688	10220000	down11	10881504	9570784	11.720605390452524	-0.1801819801330566	110847.89836134957	2737129
14.04	12.96	15.5	15.58	14.89	12.984	chr19	10530000	632832	630784	10520000	down9	11181504	9870784	3.4779932286857496	-0.2500580549240112	98851.6337867992	3187829
16.86	18.11	12.375	12.336	13.9	12.05	chr19	12020000	655360	653312	12010000	tad3	12671504	11360784	13.90475321941414	-0.3737731873989105	117304.8355900024	1932065
2.383	2.375	2.22	2.342	2.1	1.763	chr19	13910000	655360	653312	13900000	tad3	14561504	13250784	14.626722752299854	-0.29274982213974	90378.9105361841	1628881
10.82	11.63	10.7	9.35	10.2	8.53	chr19	14430000	632832	630784	14420000	down9	15081504	13770784	9.879583081593957	-0.1190981417894363	98649.3527833018	2299275
4.785	5.652	4.38	4.29	4.64	3.783	chr1	10800000	618496	616448	10790000	down16	11451504	10140784	19.59539307441226	-0.2145074754953384	78654.34666894324	1694285
13.78	16.02	16.78	15.67	16.4	14.16	chr19	21300000	630784	628736	21290000	down10	21951504	20640784	6.140540869175321	-0.2933269441127777	105146.84771653196	2141017
4.992	5.492	7.85	7.17	6.81	5.844	chr19	21790000	647168	645120	21780000	down2	22441504	21130784	8.393085811778743	-0.1944261789321899	99346.75201768942	2072359
11.4	11.195	19.58	19.19	16.0	14.18	chr19	23280000	653312	651264	23270000	tad2	23931504	22620784	3.4779932286857496	-0.2899324595928192	120057.78206793728	2623631
12.984	15.445	17.78	16.23	16.75	14.14	chr19	23560000	677888	675840	23550000	up9	24211504	22900784	2.3255018638213465	-0.1196624040603637	111890.04411489615	2807188
1.25	1.361	1.594	1.534	1.349	1.177	chr19	25690000	622592	620544	25680000	down14	26341504	25030784	9.509098716034185	-0.402221143245697	126760.09320125732	2155671
4.4	4.09	3.693	3.188	2.953	2.578	chr19	26600000	663552	661504	26590000	up2	27251504	25940784	6.140540869175321	-0.3106134831905365	94755.20206919908	2073105
10.08	11.28	9.4	8.625	9.97	8.54	chr19	28520000	671744	669696	28510000	up6	29171504	27860784	3.0945894083269683	-0.0997503697872161	110261.5766328546	2406037
2.346	2.82	4.152	4.152	3.52	3.111	chr2	134540000	618496	616448	134530000	down16	135191504	133880784	9.879583081593957	-0.281097948551178	94351.33939860488	1609518
1.058	1.055	0.7114	0.7197	0.5786	0.521	chr3	38220000	620544	618496	38210000	down15	38871504	37560784	8.765850081126576	-0.4981819987297058	111558.83787606038	1891844
1.858	2.17	2.016	2.094	1.947	1.667	chr19	30610000	649216	647168	30600000	down1	31261504	29950784	9.137854382545056	-0.2928184866905212	111619.91398966624	2063984
5.28	5.906	3.197	2.916	4.06	3.482	chr19	31190000	647168	645120	31180000	down2	31841504	30530784	5.762456824322014	-0.1416360139846801	90951.7085767028	2201483
12.65	15.63	22.31	22.69	18.9	16.48	chr19	31730000	677888	675840	31720000	up9	32381504	31070784	6.894429055093874	-0.3848688900470733	118180.43827094608	2167702
6.06	6.402	3.527	3.256	4.383	3.605	chr19	32110000	667648	665600	32100000	up4	32761504	31450784	7.645277369295016	-0.0688960999250412	118997.50948254832	2230345
14.68	15.39	16.36	15.59	15.71	13.484	chr19	32480000	651264	649216	32470000	tad1	33131504	31820784	5.004008830827339	-0.3203709423542022	119280.623860012	2426892
4.63	4.297	4.207	4.05	4.156	3.654	chr19	37020000	659456	657408	37010000	tad5	37671504	36360784	1.1661707875927636	-0.1055035814642906	111667.5846477392	2617114
17.4	18.47	24.12	25.25	22.19	19.62	chr19	37560000	630784	628736	37550000	down10	38211504	36900784	2.7104256200388344	-0.3428571224212646	120193.5066431329	2851715
10.91	11.04	13.42	13.32	12.49	10.91	chr19	41070000	661504	659456	41060000	up1	41721504	40410784	6.517864946099275	-0.2534476518630981	92872.28548336428	2481373
17.19	17.4	12.67	12.11	14.31	12.6	chr19	41280000	671744	669696	41270000	up6	41931504	40620784	5.383612811539353	-0.2794066071510315	95769.23620675388	2612417
7.754	7.44	6.38	5.934	6.76	5.668	chr19	41820000	647168	645120	41810000	down2	42471504	41160784	4.242520965615252	-0.223325490951538	102802.43711370266	2866875
18.12	16.7	23.73	23.73	21.77	18.81	chr19	42180000	647168	645120	42170000	down2	42831504	41520784	3.0945894083269683	-0.2599269151687622	110938.93162363952	2917798
13.1	14.15	18.97	19.81	16.58	14.66	chr19	43440000	626688	624640	43430000	down12	44091504	42780784	7.270233196159122	-0.3573420941829681	171733.4208542872	2499846
13.7	13.38	19.36	20.03	17.27	15.21	chr19	43750000	663552	661504	43740000	up2	44401504	43090784	5.004008830827339	-0.1043466851115226	114293.20880108084	2653995
1.032	0.824	1.15	1.152	1.019	0.8877	chr19	44140000	624640	622592	44130000	down13	44791504	43480784	3.4779932286857496	-0.2102401554584503	92304.06810527256	3105423
1.518	1.13	0.9873	0.9946	1.02	0.8687	chr19	44560000	622592	620544	44550000	down14	45211504	43900784	3.0945894083269683	-0.4078639149665832	107127.42387775247	3209854
8.63	7.457	7.402	7.156	7.484	6.535	chr19	46060000	628736	626688	46050000	down11	46711504	45400784	1.5533744475983111	-0.1897299885749817	98033.32768548036	3174003
13.23	15.85	9.69	9.13	11.51	9.33	chr19	48420000	632832	630784	48410000	down9	49071504	47760784	4.623644882185972	-0.1348026692867279	89046.70823664077	2106460
2.158	2.473	1.602	1.551	1.704	1.408	chr19	49470000	651264	649216	49460000	tad1	50121504	48810784	14.98656756684868	-0.1406667828559875	74098.26765745864	1762269
1.053	1.185	1.103	1.146	0.9995	0.869	chr1	13770000	618496	616448	13760000	down16	14421504	13110784	15.345652413468152	-0.4173692464828491	131696.9943590098	1746460
5.64	7.047	5.02	4.758	5.723	4.445	chr19	52160000	673792	671744	52150000	up7	52811504	51500784	14.266117969821671	-0.1879382133483886	74915.71326948467	1632303
1.338	0.9995	1.38	1.402	1.226	1.038	chr7	123520000	620544	618496	123510000	down15	124171504	122860784	8.393085811778743	-0.4368989169597626	120067.8185852577	2114562
12.32	12.26	15.99	15.99	14.945	13.23	chr19	53620000	659456	657408	53610000	tad5	54271504	52960784	1.5533744475983111	-0.3310953974723816	106611.78107417029	2546679
2.75	3.33	1.601	1.489	1.985	1.588	chr19	54290000	663552	661504	54280000	up2	54941504	53630784	5.004008830827339	-0.0754976272583007	102245.90498413405	2219195
10.35	10.9	13.164	11.695	12.234	10.47	chr19	55930000	626688	624640	55920000	down12	56581504	55270784	4.623644882185972	-0.2164007127285003	106465.24226287	2417552
15.46	17.22	15.87	16.06	15.375	13.07	chr19	56310000	645120	643072	56300000	down3	56961504	55650784	12.451694538490475	-0.2485974431037902	111935.22974382728	2290856
17.34	17.02	20.06	19.4	19.45	16.78	chr19	57060000	638976	636928	57050000	down6	57711504	56400784	5.004008830827339	-0.2691077589988708	97051.06320953838	2287762
7.812	8.8	11.555	11.33	10.62	9.336	chr19	57370000	634880	632832	57360000	down8	58021504	56710784	5.383612811539353	-0.1990579962730407	109309.3391556224	2106589
11.95	14.28	17.55	17.61	15.82	13.58	chr19	58680000	643072	641024	58670000	down4	59331504	58020784	1.5533744475983111	-0.1943358182907104	112368.84526458192	2330145
9.99	10.73	12.875	13.92	11.516	10.586	chr19	59390000	659456	657408	59380000	tad5	60041504	58730784	6.894429055093874	-0.3667444288730621	121308.06616552628	2194633
8.66	10.35	14.02	12.9	12.14	10.27	chr19	59780000	626688	624640	59770000	down12	60431504	59120784	10.249307479224376	-0.0799356922507286	103823.60134162196	2194454
11.68	11.29	14.28	14.11	12.78	11.086	chr2	3520000	653312	651264	3510000	tad2	4171504	2860784	22.3677560806934	-0.3120440244674682	88321.97124572436	1631328
13.38	12.55	16.05	16.06	14.35	12.586	chr2	5020000	673792	671744	5010000	up7	5671504	4360784	3.4779932286857496	-0.2525191903114319	119507.95191023363	2410789
11.28	11.04	11.21	11.305	11.0	9.47	chr2	5950000	645120	643072	5940000	down3	6601504	5290784	5.004008830827339	-0.2317137122154235	118091.9497189926	2327253
1.303	1.552	1.168	1.095	1.179	1.009	chr2	8190000	675840	673792	8180000	up8	8841504	7530784	15.703977292158273	-0.0364857539534568	78976.31549395525	1424519
6.992	7.996	11.12	10.25	9.49	8.18	chr2	9890000	651264	649216	9880000	tad1	10541504	9230784	3.860637081115177	-0.206841766834259	110278.17687383192	2192198
5.375	4.652	7.242	7.297	6.145	5.46	chr2	10060000	649216	647168	10050000	down1	10711504	9400784	8.019561574501557	-0.3734484314918518	110382.01218506505	2086020
14.68	18.02	21.16	20.6	19.03	16.45	chr2	10390000	636928	634880	10380000	down7	11041504	9730784	11.353920864539518	-0.2299653589725494	112235.65153078594	2012854
0.5337	0.563	0.526	0.507	0.493	0.4377	chr2	11090000	622592	620544	11080000	down14	11741504	10430784	9.509098716034185	-0.2397306710481643	97957.2724182045	1951232
15.81	16.98	21.66	21.27	19.45	16.8	chr2	11590000	673792	671744	11580000	up7	12241504	10930784	12.81609916061542	-0.1671884953975677	88279.84688007574	1811695
1.845	2.02	1.61	1.463	1.64	1.385	chr2	136890000	618496	616448	136880000	down16	137541504	136230784	12.451694538490475	-0.2321830987930297	85271.8462062772	1665057
13.62	14.45	16.14	15.43	14.76	12.914	chr2	13600000	657408	655360	13590000	tad4	14251504	12940784	12.81609916061542	-0.2187410742044448	103683.76684290289	1902556
7.85	9.56	6.445	6.28	7.062	5.836	chr2	13950000	649216	647168	13940000	down1	14601504	13290784	18.543217476222505	-0.2516008615493774	81491.27863727238	1825128
1.557	1.621	1.407	1.375	1.175	0.975	chr4	143030000	618496	616448	143020000	down16	143681504	142370784	13.90475321941414	-0.1853445768356323	99553.03875375596	1785335
16.61	18.62	19.23	18.05	18.61	15.945	chr2	17850000	653312	651264	17840000	tad2	18501504	17190784	5.004008830827339	-0.1058474108576774	98394.33719638166	2057467
16.67	17.11	13.836	13.234	14.72	12.64	chr2	18230000	634880	632832	18220000	down8	18881504	17570784	6.517864946099275	-0.0687922239303588	91878.79536449169	2130033
8.16	8.93	9.27	9.12	8.93	7.688	chr2	18700000	632832	630784	18690000	down9	19351504	18040784	10.249307479224376	-0.3520970940589905	91047.47093003384	1979572
8.53	9.164	18.06	18.0	13.95	12.62	chr2	19390000	643072	641024	19380000	down4	20041504	18730784	10.986476370697156	-0.3082203865051269	114957.91472598974	1911985
3.527	4.316	2.771	2.74	3.143	2.578	chr2	19960000	667648	665600	19950000	up4	20611504	19300784	12.451694538490475	-0.153141587972641	80391.86478892944	1994898
2.736	3.164	4.703	4.355	3.81	3.232	chr2	20390000	647168	645120	20380000	down2	21041504	19730784	8.765850081126576	-0.1679633855819702	92884.67317033996	2154847
16.2	17.36	20.36	20.66	19.19	17.08	chr2	20810000	630784	628736	20800000	down10	21461504	20150784	7.645277369295016	-0.2013435363769531	116535.47443851783	2151212
14.12	15.61	12.62	13.03	12.8	10.91	chr2	23220000	647168	645120	23210000	down2	23871504	22560784	10.249307479224376	-0.1627159118652343	124637.86571566672	1652565
14.46	16.28	15.3	13.586	14.91	11.83	chr2	23590000	643072	641024	23580000	down4	24241504	22930784	17.484202166668567	-0.1459012627601623	105582.11721825627	1511516
12.4	12.5	13.79	13.64	13.2	11.28	chr2	24800000	641024	638976	24790000	down5	25451504	24140784	1.1661707875927636	-0.1836641132831573	115867.89486297756	2743100
7.715	6.746	7.715	7.832	7.523	6.484	chr2	25610000	671744	669696	25600000	up6	26261504	24950784	3.86810302734375	-0.2679007053375244	106558.9778330554	3094821
11.9	11.61	12.734	12.15	12.35	10.695	chr2	26920000	671744	669696	26910000	up6	27571504	26260784	6.517864946099275	-0.2876237034797668	110947.32758226078	3039707
0.6455	0.677	0.9795	0.883	0.684	0.5713	chr3	42180000	620544	618496	42170000	down15	42831504	41520784	19.245427842945027	-0.1825928688049316	87758.99466150888	1457984
10.6	9.72	10.44	10.45	9.76	8.38	chr2	28470000	655360	653312	28460000	tad3	29121504	27810784	2.7104256200388344	-0.3305524587631225	129442.8787437471	2896853
16.44	14.27	18.02	17.55	17.17	14.63	chr2	29750000	675840	673792	29740000	up8	30401504	29090784	3.4779932286857496	-0.1651599705219268	124599.91289888744	3528059
10.36	8.29	9.29	8.945	9.32	8.0	chr2	30060000	677888	675840	30050000	up9	30711504	29400784	1.9398181396745056	0.0689408779144287	96775.73027857902	3457244
1.197	1.067	1.297	1.267	1.246	1.068	chr2	31460000	622592	620544	31450000	down14	32111504	30800784	1.1661707875927636	-0.3419880270957947	95974.6550267725	3410163
16.33	16.5	22.12	21.22	20.48	17.77	chr2	31690000	653312	651264	31680000	tad2	32341504	31030784	1.1661707875927636	-0.2839768528938293	90926.92236569122	3379583
12.66	11.01	13.8	13.73	13.414	11.38	chr2	32590000	636928	634880	32580000	down7	33241504	31930784	0.7782071596578624	0.0303746797144413	91958.77600502656	3580894
7.26	6.355	6.035	5.758	6.09	5.21	chr2	32980000	669696	667648	32970000	up5	33631504	32320784	0.7782071596578624	-0.1315271258354187	112849.5822033564	3493262
9.555	8.73	10.83	10.836	10.03	8.805	chr2	33430000	661504	659456	33420000	up1	34081504	32770784	0.3894835637936079	-0.3495103716850281	107445.3389648352	3112231
10.46	12.03	15.29	13.945	14.0	12.04	chr2	34370000	663552	661504	34360000	up2	35021504	33710784	2.7104256200388344	-0.2660203576087951	126236.53768163882	2642033
2.658	2.428	1.585	1.508	1.74	1.467	chr2	34650000	624640	622592	34640000	down13	35301504	33990784	3.0945894083269683	-0.3199610710144043	118921.3839586192	2603554
17.56	17.92	22.05	22.73	20.4	17.83	chr2	35980000	663552	661504	35970000	up2	36631504	35320784	14.98656756684868	-0.2981671988964081	112079.8166311201	2151817
4.746	5.035	5.863	5.777	5.215	4.426	chr2	36320000	643072	641024	36310000	down4	36971504	35660784	20.64072896123784	-0.3960115909576416	108511.35551239476	1724438
0.53	0.541	0.54	0.5547	0.52	0.4597	chr1	16460000	618496	616448	16450000	down16	17111504	15800784	16.77439212065251	-0.2864749431610107	84342.42284466192	1557212
5.656	7.09	3.094	3.143	4.355	3.31	chr2	40790000	630784	628736	40780000	down10	41441504	40130784	15.703977292158273	-0.1097971647977829	75726.00425043104	1382888
6.79	8.36	2.457	2.49	4.324	3.285	chr2	41820000	665600	663552	41810000	up3	42471504	41160784	15.703977292158273	-0.1143910437822341	73900.44251837302	1495754
8.92	10.28	3.645	3.846	5.145	4.16	chr2	42700000	665600	663552	42690000	up3	43351504	42040784	10.986476370697156	-0.3684755563735962	88082.71651856232	1535652
10.055	10.92	4.055	3.822	6.105	4.957	chr2	44460000	671744	669696	44450000	up6	45111504	43800784	8.765850081126576	-0.0927634462714195	82320.69674637221	1833548
14.39	16.67	18.69	17.2	18.3	15.59	chr2	44930000	655360	653312	44920000	tad3	45581504	44270784	5.762456824322014	-0.2072053849697113	86450.45194719482	1927453
1.883	2.137	1.041	0.9575	1.155	0.931	chr2	46390000	677888	675840	46380000	up9	47041504	45730784	17.129677127625214	-0.2042080163955688	71774.16028002379	1478540
11.586	13.48	12.51	13.055	11.586	9.98	chr2	47460000	665600	663552	47450000	up3	48111504	46800784	23.73569835352948	-0.364896297454834	86623.01864529317	1308736
0.5425	0.588	0.6187	0.5933	0.5586	0.4688	chr15	54060000	618496	616448	54050000	down16	54711504	53400784	14.98656756684868	-0.2175023108720779	81321.27732160466	1684632
2.166	2.45	2.217	1.935	2.2	1.844	chr2	50910000	647168	645120	50900000	down2	51561504	50250784	12.451694538490475	-0.1196883991360664	78222.82007951246	1882925
9.57	11.664	7.555	6.945	8.47	6.84	chr2	51490000	669696	667648	51480000	up5	52141504	50830784	12.086529948436176	-0.0989944413304328	88625.15055462395	1877885
6.71	6.55	7.51	7.41	6.973	6.062	chr2	52140000	657408	655360	52130000	tad4	52791504	51480784	5.762456824322014	-0.3420575857162475	123648.76060779452	2014200
4.043	4.863	2.727	2.62	3.352	2.844	chr2	55630000	667648	665600	55620000	up4	56281504	54970784	22.3677560806934	-0.0170548111200332	95069.04572990425	1388849
16.1	17.25	18.61	17.16	17.5	15.06	chr2	57110000	667648	665600	57100000	up4	57761504	56450784	19.94459833795014	-0.3484556376934051	85072.11086235727	1532666
1.628	2.068	2.863	2.967	2.324	1.999	chr2	57970000	638976	636928	57960000	down6	58621504	57310784	14.266117969821671	-0.3167255520820617	96704.10134291823	1636387
16.61	18.2	21.55	19.73	19.62	16.92	chr2	58450000	669696	667648	58440000	up5	59101504	57790784	15.703977292158273	-0.1852875053882599	91811.10337977557	1735846
0.0	0.0	0.0	0.0	0.0	0.0	chr2	59100000	622592	620544	59090000	down14	59751504	58440784	18.89470264354844	-0.233329951763153	100302.92701859516	2182461
7.547	7.97	5.723	5.582	6.26	5.402	chr2	59480000	671744	669696	59470000	up6	60131504	58820784	12.451694538490475	-0.2982572913169861	106683.1322331288	2282590
3.91	4.055	4.664	4.355	4.453	3.863	chr2	59840000	641024	638976	59830000	down5	60491504	59180784	1.5533744475983111	-0.1884540617465973	106932.75418963411	2497728
12.9	13.68	11.125	11.16	11.984	10.49	chr2	60220000	641024	638976	60210000	down5	60871504	59560784	4.242520965615252	-0.2435341924428939	95452.18696937228	2330754
15.875	17.8	19.31	20.45	18.28	16.4	chr2	61500000	655360	653312	61490000	tad3	62151504	60840784	11.353920864539518	-0.2564268112182617	129672.92705334866	1751784
12.7	16.44	26.67	25.97	20.83	18.28	chr2	62670000	655360	653312	62660000	tad3	63321504	62010784	8.393085811778743	-0.3825568556785583	109074.08955911844	1683338
1.68	1.895	3.41	3.36	2.766	2.494	chr2	65370000	624640	622592	65360000	down13	66021504	64710784	6.894429055093874	-0.2182161808013916	104432.46103636875	1859745
7.695	9.07	4.207	4.066	5.62	4.58	chr2	67200000	657408	655360	67190000	tad4	67851504	66540784	17.129677127625214	-0.05587700009346	80351.10089357798	1490056
12.65	15.516	10.06	9.484	11.79	9.47	chr2	67540000	655360	653312	67530000	tad3	68191504	66880784	15.703977292158273	-0.2110515832901001	74766.49437262668	1593028
14.01	16.0	7.777	7.75	9.914	8.195	chr2	68120000	665600	663552	68110000	up3	68771504	67460784	9.509098716034185	-0.0610081553459167	85229.828493297	1751963
4.87	5.688	5.4	5.22	5.406	4.617	chr2	68490000	655360	653312	68480000	tad3	69141504	67830784	10.986476370697156	-0.1508469581604004	100858.2778617323	1826288
13.664	14.37	12.664	12.164	12.83	10.805	chr2	69510000	669696	667648	69500000	up5	70161504	68850784	3.0945894083269683	-0.1368954479694366	100299.77995401842	2326186
11.18	11.41	7.43	7.176	8.21	6.848	chr2	70030000	667648	665600	70020000	up4	70681504	69370784	3.0945894083269683	-0.208515465259552	138597.2761846009	2695539
8.0	8.61	8.016	7.977	8.07	7.113	chr2	70660000	647168	645120	70650000	down2	71311504	70000784	2.7104256200388344	-0.499368667602539	141634.38928855857	2821118
10.664	11.07	13.086	12.78	12.39	10.91	chr2	71070000	630784	628736	71060000	down10	71721504	70410784	1.5533744475983111	-0.2203241288661956	115834.68333671593	2815623
10.74	9.54	13.64	13.38	12.18	10.664	chr2	71400000	649216	647168	71390000	down1	72051504	70740784	1.9398181396745056	-0.1504138857126236	121455.99777358182	2937852
18.3	17.1	21.19	21.34	19.5	17.42	chr2	71870000	628736	626688	71860000	down11	72521504	71210784	2.7104256200388344	-0.2429013848304748	111456.38500321563	2845362
2.947	3.182	3.27	3.229	3.193	2.822	chr2	72490000	677888	675840	72480000	up9	73141504	71830784	0.7782071596578624	-0.2355721294879913	91205.17155212192	2616018
9.45	9.63	7.047	6.387	7.816	6.695	chr2	72960000	657408	655360	72950000	tad4	73611504	72300784	0.7782071596578624	-0.2918491065502167	96203.52148896764	2533719
0.6304	0.5522	0.635	0.58	0.497	0.4617	chr16	25960000	620544	618496	25950000	down15	26611504	25300784	8.019561574501557	-0.3933632969856262	97914.3630912732	2106621
1.041	0.8413	0.772	0.747	0.7407	0.634	chr2	74650000	622592	620544	74640000	down14	75301504	73990784	3.860637081115177	-0.4798716902732849	138250.48877486202	2330973
0.3599	0.3816	0.4487	0.429	0.3896	0.3318	chr16	26230000	620544	618496	26220000	down15	26881504	25570784	7.645277369295016	-0.2980158925056457	95342.78574222396	1965130
8.95	8.805	8.695	8.93	8.58	7.52	chr2	76670000	643072	641024	76660000	down4	77321504	76010784	4.242520965615252	-0.2170362174510955	103836.98027434498	2213415
1.004	1.231	1.327	1.2705	1.254	1.032	chr2	77760000	622592	620544	77750000	down14	78411504	77100784	8.393085811778743	-0.2584056854248047	121300.5297445369	1861875
8.06	9.32	9.24	8.55	9.32	7.945	chr2	79330000	638976	636928	79320000	down6	79981504	78670784	5.383612811539353	-0.0810236856341362	98430.37298440225	1808812
4.49	5.742	8.58	8.164	7.08	6.11	chr2	79840000	638976	636928	79830000	down6	80491504	79180784	10.986476370697156	-0.2327746897935867	101214.19040482157	1796096
13.57	15.086	24.97	25.62	21.31	19.27	chr2	80300000	628736	626688	80290000	down11	80951504	79640784	12.086529948436176	-0.2779869139194488	119572.54001017194	1624803
1.39	1.666	0.768	0.7256	1.028	0.836	chr2	81470000	665600	663552	81460000	up3	82121504	80810784	22.02387059266099	-0.110414482653141	71423.02058086307	1337989
6.363	7.508	1.929	1.968	3.588	2.838	chr2	82610000	669696	667648	82600000	up5	83261504	81950784	22.710881600796444	-0.1082555130124092	67613.18060471502	1297533
1.466	1.768	1.14	1.028	1.27	1.02	chr2	82940000	671744	669696	82930000	up6	83591504	82280784	27.10235628056496	-0.0920007154345512	65487.15807224256	1186757
5.1	5.47	6.027	6.086	5.465	4.77	chr2	83590000	677888	675840	83580000	up9	84241504	82930784	34.87226839027393	-0.3682262897491455	72393.5192911731	1219347
